Age,Attrition,BusinessTravel,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,MonthlyHours,OverallSatisfaction,TaxRate
31.0,No,Travel_Rarely,14,3,1,Male,3,1,Research Scientist,1,6582.0,1,Yes,14,4,2,2.0,2,6.0,7,342.3095238095238,2.2,0.5421854350699034
42.0,No,Travel_Rarely,2,2,2,Male,3,2,Manufacturing Director,4,5155.0,2,No,14,3,1,3.0,3,6.0,7,271.57777777777784,3.0,0.7890925456181982
41.0,No,Travel_Rarely,21,4,2,Male,4,3,Manufacturing Director,1,6870.0,1,No,11,3,1,3.0,3,3.0,9,199.90196078431373,2.6,0.3261402648357038
46.0,No,Travel_Rarely,23,3,1,Female,3,1,Research Scientist,4,3032.0,1,No,22,2,2,2.0,1,11.0,2,33.68888888888889,2.2,0.0
32.0,No,Travel_Frequently,11,4,4,Male,3,2,Sales Executive,4,4648.0,3,No,12,3,0,2.0,4,0.0,1,102.3875,3.6,0.4325479184470761
32.0,No,Travel_Rarely,9,1,3,Female,3,3,Sales Executive,3,3931.0,3,Yes,13,3,1,5.0,3,4.0,7,220.79166666666663,3.0,0.8145404793357237
24.0,No,Travel_Rarely,2,4,2,Female,3,2,Sales Executive,2,3698.0,1,Yes,20,1,0,2.0,3,3.0,7,61.716049382716044,2.2,0.26025205041008204
31.0,No,Travel_Frequently,2,2,4,Female,4,2,Manufacturing Director,4,3334.0,1,No,12,2,0,3.0,3,3.0,7,301.15625,3.4,0.654041714226419
20.0,No,Travel_Rarely,12,4,3,Male,3,2,Manufacturing Director,3,3033.0,9,Yes,12,2,2,2.0,3,2.0,2,163.43421052631578,2.8,0.7558167619354319
38.0,No,Travel_Frequently,16,4,3,Female,2,2,Sales Executive,1,13494.0,4,No,13,1,2,3.0,2,5.0,2,137.69387755102042,1.8,0.0
28.0,No,Travel_Rarely,4,3,2,Male,3,2,Sales Executive,3,8863.0,1,No,15,2,0,2.0,4,2.0,4,206.11627906976744,2.8,0.0
35.0,No,Travel_Rarely,11,3,3,Male,2,2,Human Resources,2,5098.0,4,No,11,4,2,5.0,4,10.0,9,389.875,3.0,0.7665002519122429
42.0,Yes,Travel_Rarely,5,3,3,Male,2,2,Sales Executive,3,13348.0,1,Yes,11,4,0,3.0,3,5.0,4,586.0652173913044,3.0,0.5048777773656293
30.0,Yes,Non-Travel,1,2,2,Female,3,2,Sales Executive,4,8412.0,8,Yes,11,1,0,3.0,1,9.0,4,207.22340425531914,2.2,0.5681503157246265
23.0,No,Travel_Rarely,17,3,4,Female,1,1,Research Scientist,3,3295.0,2,No,13,4,0,3.0,3,3.0,0,57.82432432432432,3.0,0.2299602710913765
42.0,No,Travel_Rarely,1,3,1,Male,2,1,Research Scientist,3,4272.0,1,No,14,4,1,3.0,1,1.0,0,174.02777777777774,2.2,0.6590582601755786
37.0,No,Travel_Rarely,2,3,4,Male,1,2,Manufacturing Director,2,16321.0,5,No,18,4,1,2.0,3,10.0,1,194.297619047619,2.8,0.0
32.0,Yes,Travel_Rarely,1,2,3,Male,3,1,Research Scientist,2,9204.0,1,Yes,12,3,3,2.0,2,4.0,3,112.04040404040407,2.6,0.1702127659574468
49.0,No,Travel_Rarely,15,2,4,Male,3,5,Research Director,2,10849.0,5,No,11,1,1,2.0,3,5.0,2,208.63461538461544,2.6,0.0
40.0,Yes,Travel_Rarely,9,4,3,Female,2,1,Sales Representative,1,6377.0,7,No,23,2,0,2.0,3,12.0,3,85.1951219512195,2.2,0.0871743486973948
45.0,No,Travel_Rarely,1,3,2,Female,4,3,Sales Executive,1,19566.0,1,No,16,3,1,3.0,3,1.0,7,399.3061224489797,2.6,0.0
29.0,No,Travel_Rarely,5,4,2,Female,2,1,Research Scientist,4,2373.0,9,No,12,2,1,2.0,2,7.0,4,44.52,2.4,0.2893081761006289
18.0,No,Non-Travel,25,3,2,Male,4,1,Research Scientist,4,21221.0,1,Yes,12,4,0,2.0,3,1.0,0,372.2982456140351,3.4,0.0
35.0,No,Travel_Rarely,1,4,2,Male,3,1,Laboratory Technician,1,20490.0,3,No,16,2,1,2.0,3,10.0,2,215.68421052631572,2.2,0.0
31.0,Yes,Travel_Rarely,1,2,2,Female,2,1,Laboratory Technician,1,6689.0,1,Yes,11,4,1,2.0,3,11.0,0,306.4166666666667,2.4,0.3936179856767292
38.0,No,Travel_Rarely,19,2,1,Male,3,3,Sales Executive,2,2899.0,1,Yes,13,4,0,3.0,3,2.0,0,150.4375,2.6,0.3977980889073536
29.0,Yes,Travel_Rarely,3,3,1,Female,3,1,Laboratory Technician,1,9396.0,5,No,13,3,1,3.0,3,2.0,2,103.25274725274728,2.2,0.0
39.0,Yes,Travel_Rarely,25,5,3,Male,2,1,Research Scientist,2,18300.0,5,No,16,2,0,2.0,4,15.0,2,257.7464788732394,2.6,0.0
25.0,No,Travel_Rarely,6,3,1,Female,2,2,Research Scientist,3,6180.0,1,Yes,14,1,0,2.0,1,6.0,7,274.01369863013696,1.6,0.6910463430485427
32.0,Yes,Travel_Frequently,9,4,4,Male,3,2,Laboratory Technician,1,5689.0,4,No,17,3,1,2.0,2,10.0,1,66.75268817204301,2.6,0.08360180412371132
34.0,Yes,Travel_Rarely,24,3,3,Male,1,1,Laboratory Technician,4,5429.0,1,Yes,18,2,0,1.0,1,8.0,0,351.7121212121212,2.2,0.7661224313962004
35.0,No,Travel_Rarely,8,3,4,Male,4,2,Sales Executive,2,8321.0,0,No,22,3,1,1.0,3,5.0,2,275.0526315789473,3.2,0.4692562826891185
29.0,No,Travel_Rarely,2,2,2,Female,3,2,Sales Executive,2,4258.0,3,No,14,3,1,5.0,3,10.0,8,46.28260869565217,2.6,0.0
34.0,No,Travel_Rarely,1,3,4,Female,3,1,Research Scientist,2,11994.0,1,No,18,4,0,4.0,2,12.0,2,470.75,3.0,0.3630377057886352
29.0,No,Travel_Frequently,1,3,3,Female,2,1,Laboratory Technician,3,3425.0,2,No,15,4,1,4.0,2,5.0,2,67.03488372093024,2.8,0.4058976582827407
34.0,No,Travel_Rarely,2,2,4,Female,2,3,Manufacturing Director,3,6244.0,3,Yes,19,4,1,6.0,4,5.0,4,262.94444444444446,3.4,0.5602507218818227
28.0,No,Travel_Frequently,24,2,1,Male,3,2,Research Scientist,4,24447.0,1,No,17,1,2,3.0,3,3.0,8,394.30645161290323,2.4,0.0
50.0,No,Travel_Rarely,2,3,3,Female,2,5,Research Director,1,13269.0,8,No,12,2,3,3.0,3,14.0,0,330.0833333333333,2.2,0.3300176723049735
29.0,No,Travel_Rarely,6,3,3,Female,4,4,Sales Executive,1,4193.0,9,No,11,4,3,3.0,2,9.0,7,212.27906976744183,2.8,0.7703220858895705
41.0,Yes,Travel_Rarely,16,3,1,Female,3,3,Sales Executive,1,2778.0,2,Yes,20,3,0,1.0,2,7.0,0,136.37837837837841,2.0,0.7247324613555292
40.0,No,Travel_Rarely,5,2,4,Male,3,5,Manager,3,2345.0,6,No,13,2,0,2.0,4,3.0,0,86.33333333333331,3.2,0.6981981981981982
29.0,No,Travel_Rarely,20,3,2,Male,3,2,Laboratory Technician,3,18624.0,1,No,11,1,1,2.0,3,3.0,8,209.25842696629206,2.4,0.0
30.0,No,Travel_Rarely,1,1,1,Male,2,2,Sales Executive,3,2206.0,7,No,11,4,0,5.0,2,10.0,3,432.77192982456137,2.4,0.9105724014918112
51.0,No,Travel_Rarely,7,4,4,Female,3,2,Research Scientist,1,13588.0,5,Yes,22,3,1,6.0,3,7.0,3,176.0769230769231,2.8,0.010630551914955584
31.0,No,Travel_Rarely,2,3,3,Female,3,1,Research Scientist,2,4956.0,0,No,23,4,1,2.0,3,10.0,4,80.59210526315789,3.0,0.19085714285714286
34.0,No,Travel_Rarely,9,2,2,Female,3,1,Research Scientist,1,4538.0,1,Yes,13,4,0,3.0,3,3.0,7,123.08196721311475,2.6,0.3955780500799148
44.0,No,Travel_Rarely,20,4,4,Male,3,2,Research Scientist,3,2436.0,3,No,12,4,0,2.0,2,4.0,3,544.6774193548387,3.2,0.8557299378146284
27.0,Yes,Travel_Rarely,21,3,1,Female,3,1,Laboratory Technician,3,19373.0,1,No,20,3,1,2.0,2,4.0,1,523.5945945945947,2.4,0.0
40.0,Yes,Travel_Rarely,1,1,1,Male,2,1,Sales Representative,2,9150.0,1,Yes,11,3,0,2.0,3,12.0,2,109.64646464646464,2.2,0.1570704744357439
30.0,No,Travel_Rarely,12,3,3,Male,3,3,Sales Executive,4,5294.0,4,No,11,4,0,3.0,3,7.0,2,86.2987012987013,3.4,0.2033107599699022
32.0,No,Travel_Rarely,11,3,1,Female,3,3,Healthcare Representative,3,3312.0,1,No,17,2,1,3.0,3,3.0,9,562.4333333333333,2.4,0.8037100693415515
34.0,No,Travel_Frequently,1,4,4,Female,3,3,Healthcare Representative,1,4444.0,7,No,16,3,1,2.0,3,11.0,2,127.50515463917526,2.8,0.6406856403622251
35.0,No,Travel_Rarely,9,4,3,Male,2,2,Healthcare Representative,2,10221.0,9,No,19,3,0,3.0,3,8.0,1,199.9381443298969,2.6,0.4729813344333299
32.0,No,Travel_Rarely,24,3,4,Male,3,1,Sales Representative,4,5530.0,0,No,13,3,2,5.0,3,6.0,2,145.5263157894737,3.4,0.0
36.0,No,Travel_Rarely,15,3,2,Female,3,1,Laboratory Technician,4,23785.0,1,No,15,3,0,3.0,3,2.0,0,403.135593220339,3.0,0.0
39.0,No,Non-Travel,2,3,3,Female,3,3,Sales Executive,4,5093.0,4,Yes,12,2,1,2.0,2,1.0,6,75.62162162162163,2.8,0.08988563259471051
29.0,Yes,Travel_Rarely,1,3,1,Male,2,1,Laboratory Technician,2,2936.0,1,No,15,1,2,4.0,3,6.0,0,159.11111111111111,1.8,0.5899441340782123
43.0,No,Travel_Rarely,1,3,4,Male,3,1,Research Scientist,1,4732.0,2,No,11,2,0,1.0,2,10.0,2,89.40476190476191,2.4,0.3699067909454061
39.0,No,Travel_Rarely,6,3,4,Female,3,1,Laboratory Technician,4,20251.0,0,No,11,3,1,2.0,3,19.0,13,430.87234042553183,3.4,0.0
56.0,No,Travel_Frequently,9,4,4,Female,3,1,Laboratory Technician,3,13212.0,9,No,17,3,1,2.0,3,7.0,3,590.9767441860465,3.2,0.4800881473319691
52.0,No,Travel_Rarely,29,1,1,Female,3,3,Manager,3,23978.0,3,No,21,2,1,2.0,1,5.0,0,263.4945054945055,2.0,0.0
50.0,No,Travel_Rarely,2,1,4,Male,3,3,Manufacturing Director,2,10496.0,3,No,18,2,1,2.0,3,4.0,2,243.2769230769231,2.8,0.3362423322582685
34.0,Yes,Travel_Rarely,22,1,4,Male,3,1,Sales Representative,3,6274.0,1,Yes,19,4,0,5.0,2,6.0,0,536.4,3.2,0.7660700969425802
38.0,No,Travel_Frequently,3,4,2,Male,3,3,Research Director,3,2821.0,9,No,12,1,1,2.0,3,2.0,2,185.24657534246572,2.4,0.7913924425053612
34.0,Yes,Travel_Frequently,2,3,1,Male,3,1,Research Scientist,1,5343.0,6,Yes,14,2,1,2.0,3,13.0,2,269.2280701754386,2.0,0.6518310960510882
35.0,No,Travel_Rarely,10,2,4,Male,3,3,Manufacturing Director,1,4581.0,1,No,21,3,2,2.0,2,11.0,7,150.28125,2.6,0.047411104179663134
42.0,No,Travel_Rarely,27,4,4,Female,3,2,Manufacturing Director,3,5151.0,2,No,16,2,1,1.0,3,5.0,7,106.75510204081631,3.0,0.015293442936341044
27.0,No,Travel_Rarely,16,4,3,Male,3,2,Sales Executive,3,6142.0,8,No,14,3,1,0.0,3,6.0,7,142.63541666666666,3.0,0.5514496458044256
20.0,No,Travel_Rarely,10,3,3,Male,3,2,Sales Executive,4,1009.0,1,No,13,1,0,5.0,3,1.0,3,198.3695652173913,2.8,0.8894246575342466
46.0,No,Non-Travel,1,2,4,Male,3,1,Research Scientist,3,7991.0,1,No,22,4,1,3.0,3,2.0,0,359.59574468085106,3.4,0.5271877403703923
37.0,Yes,Travel_Rarely,20,2,2,Female,3,1,Sales Representative,2,6474.0,1,Yes,22,4,0,2.0,2,14.0,3,310.4,2.6,0.7020434462444771
24.0,No,Travel_Rarely,15,4,1,Female,3,4,Research Director,3,21624.0,2,Yes,14,2,0,6.0,3,4.0,2,248.55172413793102,2.4,0.0
46.0,No,Travel_Rarely,18,4,3,Male,3,2,Healthcare Representative,2,5562.0,3,Yes,14,4,2,2.0,3,10.0,7,209.54838709677415,3.0,0.5718903940886699
40.0,No,Travel_Rarely,15,3,2,Female,3,4,Research Director,1,2213.0,7,No,14,4,2,3.0,2,7.0,8,168.01408450704224,2.4,0.8144857071003437
50.0,No,Travel_Frequently,2,3,3,Female,3,2,Research Scientist,4,9208.0,1,No,13,3,0,3.0,3,2.0,8,229.1326530612245,3.2,0.5899354264083723
56.0,No,Travel_Rarely,27,3,3,Male,3,3,Manufacturing Director,1,11535.0,8,No,11,3,1,0.0,3,19.0,7,161.46987951807228,2.6,0.13930756603492014
33.0,No,Travel_Rarely,15,2,3,Female,2,3,Sales Executive,1,3088.0,2,No,11,1,1,2.0,3,5.0,7,73.92553191489361,2.0,0.5556195135990789
27.0,No,Non-Travel,2,4,4,Male,2,2,Manufacturing Director,1,6349.0,6,No,13,2,1,0.0,3,5.0,9,281.98809523809524,2.4,0.7319626799510279
43.0,No,Travel_Rarely,2,4,1,Male,3,3,Research Director,3,7847.0,9,No,12,1,1,3.0,1,10.0,3,400.01666666666665,1.8,0.6730552893629432
28.0,Yes,Travel_Rarely,10,3,3,Female,3,3,Sales Executive,2,3660.0,5,No,21,3,3,4.0,3,8.0,7,218.921875,2.8,0.7387766754692742
40.0,No,Travel_Rarely,9,3,2,Male,2,1,Sales Representative,2,5473.0,0,No,19,4,1,5.0,3,8.0,2,123.48979591836736,2.6,0.5477607007106263
31.0,No,Travel_Rarely,29,1,3,Female,1,2,Manufacturing Director,2,2109.0,1,No,14,2,2,3.0,2,3.0,6,33.052083333333336,2.0,0.33532934131736525
35.0,No,Travel_Rarely,3,3,3,Male,4,1,Laboratory Technician,1,3407.0,4,Yes,20,1,3,2.0,2,10.0,0,123.01234567901234,2.2,0.6580690485748695
41.0,Yes,Travel_Rarely,9,2,1,Male,2,1,Sales Representative,1,4766.0,3,No,12,1,0,2.0,3,1.0,2,223.2647058823529,1.6,0.6860756158608879
38.0,No,Travel_Rarely,2,4,2,Female,4,4,Manager,2,7861.0,6,No,14,3,3,4.0,3,1.0,2,448.63829787234044,2.8,0.6271933984634355
36.0,Yes,Travel_Rarely,26,4,1,Male,3,2,Sales Executive,1,2741.0,2,No,14,4,2,4.0,3,7.0,1,56.3,2.4,0.5131438721136767
43.0,No,Travel_Rarely,27,1,3,Female,2,1,Research Scientist,1,2645.0,1,No,11,4,0,2.0,2,5.0,5,336.8301886792453,2.4,0.8518373291507955
41.0,No,Travel_Rarely,6,3,3,Female,3,2,Healthcare Representative,4,3376.0,3,No,23,3,1,2.0,1,10.0,11,177.83333333333337,2.8,0.3671977507029053
50.0,No,Travel_Rarely,1,2,3,Male,3,3,Manufacturing Director,1,6009.0,1,No,11,4,0,4.0,3,10.0,7,281.5294117647058,2.8,0.6861157542833264
34.0,No,Non-Travel,4,1,2,Male,3,2,Sales Representative,3,4568.0,3,No,19,1,0,2.0,3,9.0,0,260.1111111111111,2.4,0.8226088307250203
55.0,Yes,Travel_Rarely,15,3,1,Male,3,3,Healthcare Representative,4,10239.0,1,No,11,4,1,4.0,3,1.0,7,192.8082191780822,3.0,0.2725399644760213
27.0,Yes,Travel_Rarely,21,3,4,Male,2,1,Sales Representative,2,9947.0,1,Yes,13,2,0,5.0,4,7.0,0,268.8378378378378,2.8,0.0
41.0,No,Non-Travel,5,2,3,Female,4,1,Laboratory Technician,3,6811.0,0,No,14,1,0,3.0,1,8.0,5,303.2142857142857,2.4,0.7325873576756969
54.0,No,Travel_Rarely,2,5,2,Male,3,4,Manager,1,2632.0,7,No,16,2,1,2.0,3,5.0,16,61.824175824175825,2.2,0.5321720583007465
43.0,No,Travel_Rarely,7,3,1,Male,3,1,Laboratory Technician,2,10950.0,2,No,11,3,0,2.0,3,8.0,3,256.3636363636364,2.4,0.4452887537993921
29.0,No,Travel_Frequently,1,3,3,Male,2,2,Sales Executive,1,2720.0,1,No,12,2,0,5.0,3,10.0,7,214.38461538461544,2.2,0.7560100466451382
40.0,No,Travel_Rarely,2,3,3,Male,2,2,Manufacturing Director,4,3319.0,5,Yes,24,2,0,2.0,2,9.0,0,389.1153846153846,2.6,0.8359691608184244
37.0,No,Travel_Rarely,1,4,2,Female,3,2,Sales Executive,3,21447.0,6,No,13,1,0,2.0,3,1.0,0,293.7945205479452,2.4,0.0
54.0,No,Travel_Rarely,7,3,3,Male,3,2,Sales Executive,1,10725.0,0,No,14,4,0,1.0,3,9.0,2,215.03636363636363,2.8,0.0931766297454976
39.0,Yes,Travel_Rarely,2,4,1,Male,3,1,Laboratory Technician,3,4553.0,2,No,11,3,0,4.0,1,20.0,0,189.0506329113924,2.2,0.6951456310679611
37.0,Yes,Travel_Frequently,9,3,1,Female,1,2,Sales Executive,3,2973.0,8,No,13,2,0,2.0,2,5.0,3,111.63529411764706,1.8,0.6866898514068922
34.0,No,Travel_Frequently,10,3,3,Male,3,2,Manufacturing Director,1,25198.0,6,Yes,19,4,0,3.0,3,7.0,2,327.24675324675326,2.8,0.0
45.0,No,Travel_Rarely,1,2,4,Male,3,1,Research Scientist,3,9380.0,0,No,12,4,0,4.0,4,3.0,2,279.74603174603175,3.6,0.467771221062188
24.0,Yes,Travel_Frequently,2,5,3,Male,2,3,Manufacturing Director,4,2145.0,0,No,16,2,1,2.0,3,5.0,7,187.41025641025644,2.8,0.853263100287317
27.0,No,Travel_Rarely,10,4,1,Female,3,2,Healthcare Representative,3,3517.0,3,Yes,16,3,0,2.0,3,3.0,2,82.80392156862743,2.6,0.1671797300497277
28.0,No,Travel_Rarely,4,4,4,Male,2,1,Laboratory Technician,4,4382.0,1,No,13,2,1,2.0,4,2.0,2,564.6170212765958,3.2,0.8348720654180954
29.0,No,Non-Travel,14,2,2,Male,3,4,Research Director,1,4649.0,6,No,24,3,1,3.0,3,4.0,1,55.319148936170215,2.4,0.10596153846153847
44.0,Yes,Travel_Rarely,2,3,2,Female,3,1,Laboratory Technician,4,21081.0,6,Yes,13,3,1,1.0,1,2.0,2,224.2659574468085,2.6,0.0
52.0,No,Travel_Rarely,1,4,1,Female,2,4,Manufacturing Director,3,13247.0,4,Yes,20,4,3,2.0,2,5.0,2,371.8,2.4,0.40617715617715616
53.0,No,Travel_Rarely,2,3,3,Female,2,2,Healthcare Representative,4,10934.0,1,No,19,1,3,2.0,3,5.0,10,159.8989898989899,2.6,0.3092861655085281
37.0,No,Travel_Rarely,19,1,3,Male,3,1,Research Scientist,4,11992.0,1,No,24,1,2,3.0,3,7.0,2,149.9,2.8,0.0
38.0,No,Travel_Rarely,5,4,3,Female,3,1,Research Scientist,4,10077.0,0,Yes,12,3,1,4.0,3,9.0,2,117.17441860465117,3.2,0.0
30.0,Yes,Travel_Rarely,19,3,3,Male,4,1,Research Scientist,3,20366.0,6,Yes,12,4,0,2.0,3,10.0,2,357.298245614035,3.4,0.0
37.0,Yes,Travel_Frequently,2,4,3,Male,3,1,Research Scientist,3,5968.0,6,No,17,4,0,2.0,2,9.0,2,355.9565217391304,3.0,0.635519726395505
51.0,No,Travel_Rarely,19,3,3,Female,3,2,Laboratory Technician,2,13116.0,4,No,13,3,2,2.0,4,2.0,8,489.86956521739125,3.0,0.4179462146090353
24.0,No,Non-Travel,16,2,3,Male,3,1,Research Scientist,3,2694.0,9,No,16,2,1,4.0,3,1.0,2,115.29729729729729,2.8,0.6842475386779184
28.0,No,Travel_Rarely,2,3,4,Male,3,1,Research Scientist,4,4306.0,5,Yes,11,3,0,6.0,3,5.0,2,109.68888888888887,3.4,0.12763371150729336
54.0,No,Travel_Rarely,3,3,1,Female,3,1,Research Scientist,4,11133.0,1,No,21,1,0,3.0,3,5.0,0,194.6966292134832,2.4,0.3575138504155125
39.0,No,Travel_Rarely,1,3,1,Female,3,2,Manufacturing Director,3,6389.0,0,No,12,4,2,3.0,3,8.0,2,121.04838709677419,2.8,0.14870086608927385
31.0,No,Travel_Rarely,7,3,4,Female,2,2,Sales Executive,3,16985.0,1,No,14,3,1,3.0,2,9.0,8,186.6483516483516,2.8,0.0
31.0,No,Non-Travel,2,4,2,Female,1,2,Sales Representative,4,4244.0,2,Yes,20,1,2,5.0,2,10.0,2,127.94805194805195,2.0,0.5692245229395047
29.0,No,Travel_Rarely,1,3,3,Female,3,1,Research Scientist,1,12719.0,1,No,25,3,1,3.0,3,1.0,2,189.83582089552243,2.6,0.0
37.0,Yes,Travel_Rarely,2,3,4,Female,3,1,Research Scientist,3,7491.0,4,No,24,1,0,3.0,3,6.0,0,514.2549019607843,2.8,0.7143783124261257
57.0,Yes,Travel_Rarely,1,4,2,Male,3,2,Sales Executive,3,4900.0,7,No,12,4,2,2.0,3,12.0,3,151.64893617021278,3.0,0.6562609610662925
34.0,No,Travel_Rarely,19,4,4,Male,3,2,Research Scientist,4,2308.0,8,No,14,2,3,4.0,3,11.0,2,125.39024390243902,3.2,0.5510601050379303
46.0,No,Travel_Rarely,5,4,1,Female,3,2,Sales Executive,4,9071.0,1,No,11,1,2,3.0,3,3.0,0,337.1492537313432,2.4,0.5984328655540307
34.0,No,Travel_Rarely,18,2,3,Male,3,3,Manufacturing Director,4,5337.0,2,No,11,3,0,3.0,3,10.0,2,332.4,3.2,0.7324007220216606
32.0,Yes,Travel_Rarely,8,3,4,Male,2,2,Sales Executive,1,3064.0,6,No,17,3,0,3.0,2,4.0,3,90.10526315789473,2.4,0.10514018691588783
41.0,No,Travel_Rarely,2,3,3,Male,3,1,Research Scientist,3,8045.0,2,No,14,3,1,2.0,4,9.0,1,118.30882352941177,3.2,0.0
40.0,No,Travel_Rarely,4,2,3,Male,3,2,Laboratory Technician,2,2387.0,1,No,12,2,0,3.0,2,4.0,7,406.3684210526316,2.4,0.8969477183439105
26.0,No,Non-Travel,3,3,3,Male,2,1,Laboratory Technician,3,2570.0,1,No,18,3,2,5.0,3,7.0,0,412.1951219512195,2.8,0.8479289940828403
35.0,No,Travel_Frequently,10,3,3,Female,3,2,Healthcare Representative,3,5257.0,3,No,19,3,1,3.0,3,9.0,0,291.7631578947368,3.0,0.7629205375665193
45.0,No,Non-Travel,28,4,4,Male,2,2,Healthcare Representative,4,4386.0,0,No,11,4,3,5.0,4,9.0,5,50.53409090909091,3.6,0.013717112660220371
32.0,No,Travel_Rarely,16,3,4,Male,2,3,Healthcare Representative,2,2660.0,1,No,19,4,0,2.0,1,2.0,8,232.9120879120879,2.6,0.8744987025241803
18.0,No,Non-Travel,15,2,1,Male,3,1,Laboratory Technician,3,1904.0,1,No,16,4,1,0.0,2,0.0,2,449.64,2.6,0.9153100257984164
29.0,Yes,Travel_Rarely,5,2,1,Male,2,1,Research Scientist,1,20293.0,6,No,17,1,1,2.0,1,0.0,0,213.61052631578946,1.2,0.0
48.0,No,Travel_Rarely,2,4,1,Female,2,2,Healthcare Representative,3,2112.0,2,Yes,17,1,0,3.0,3,0.0,7,201.67741935483872,2.0,0.8310940499040307
26.0,Yes,Travel_Rarely,1,1,3,Male,1,1,Sales Representative,1,2061.0,0,No,21,1,0,5.0,4,1.0,0,209.89,2.0,0.9018057077516796
26.0,Yes,Travel_Rarely,10,4,3,Male,3,1,Research Scientist,3,2293.0,1,Yes,11,3,0,2.0,3,1.0,4,112.77083333333331,3.0,0.7881950859043044
53.0,No,Travel_Rarely,12,3,4,Female,3,2,Manufacturing Director,2,7693.0,4,No,21,3,0,3.0,3,14.0,4,289.3030303030303,3.0,0.5970985649942391
27.0,No,Travel_Rarely,1,3,3,Female,4,2,Sales Executive,1,3193.0,2,No,19,1,2,3.0,3,6.0,3,137.35714285714286,2.4,0.44652452764777256
33.0,No,Travel_Rarely,4,3,3,Male,3,3,Sales Executive,4,5487.0,2,Yes,13,4,3,2.0,3,10.0,3,381.9375,3.4,0.7755277368679431
44.0,Yes,Travel_Rarely,9,3,1,Male,3,1,Laboratory Technician,1,10224.0,7,No,22,1,0,5.0,4,2.0,4,249.3658536585366,2.0,0.0
26.0,Yes,Travel_Rarely,9,3,4,Male,2,1,Research Scientist,3,5828.0,0,Yes,17,1,1,0.0,2,8.0,0,275.65822784810126,2.4,0.7323781971805116
50.0,No,Travel_Rarely,4,3,4,Male,2,1,Research Scientist,1,3221.0,1,No,13,3,1,3.0,3,20.0,0,109.96703296703295,2.6,0.6781253122814029
30.0,No,Travel_Rarely,10,2,3,Female,3,2,Sales Executive,4,2132.0,2,Yes,11,4,1,2.0,3,5.0,2,233.89534883720933,3.4,0.894009445687298
41.0,No,Travel_Rarely,2,3,4,Male,3,2,Sales Executive,3,6032.0,1,No,14,1,1,3.0,2,5.0,3,277.5081967213115,2.6,0.6436672967863895
51.0,No,Travel_Rarely,3,3,3,Male,4,2,Laboratory Technician,4,5021.0,2,Yes,13,2,1,2.0,2,4.0,3,249.74736842105264,3.0,0.7883756216808564
55.0,No,Travel_Rarely,22,1,3,Male,3,1,Sales Representative,3,4035.0,1,No,11,3,0,2.0,3,3.0,2,498.8571428571428,3.0,0.8349288168875798
26.0,No,Non-Travel,2,3,3,Male,3,4,Research Director,3,4969.0,5,No,16,4,0,6.0,3,2.0,3,107.515625,3.2,0.27786658915855256
49.0,No,Travel_Rarely,24,1,2,Female,2,4,Sales Executive,4,6567.0,0,No,11,1,1,2.0,2,15.0,9,147.13333333333333,2.2,0.2561169007702764
33.0,No,Travel_Frequently,8,4,3,Female,3,2,Healthcare Representative,3,2157.0,1,No,12,4,1,5.0,3,3.0,11,235.5769230769231,3.2,0.8239183673469388
32.0,No,Non-Travel,2,1,4,Female,1,2,Sales Executive,4,2332.0,3,No,20,2,0,3.0,3,3.0,2,474.2325581395349,2.8,0.8856414280109847
38.0,No,Travel_Rarely,28,3,3,Male,1,3,Sales Executive,1,11373.0,3,No,15,3,1,2.0,3,1.0,0,196.08620689655172,2.2,0.0
52.0,No,Travel_Rarely,10,3,3,Male,3,1,Sales Representative,3,2755.0,1,No,11,3,0,5.0,3,5.0,0,202.010101010101,3.0,0.8622431121556078
42.0,No,Travel_Frequently,2,4,3,Male,3,2,Sales Representative,4,7439.0,3,No,15,3,0,3.0,2,20.0,7,198.50980392156865,3.0,0.2652113789016199
32.0,No,Non-Travel,10,4,2,Male,3,2,Sales Executive,3,7779.0,1,No,14,2,0,0.0,2,11.0,4,242.09302325581402,2.4,0.2527377521613833
46.0,No,Travel_Rarely,25,3,4,Male,2,2,Manufacturing Director,2,10096.0,1,No,13,4,0,1.0,3,7.0,3,548.9090909090909,3.0,0.5819807883405101
41.0,No,Travel_Frequently,2,4,3,Female,3,1,Sales Representative,3,5467.0,6,No,18,4,1,4.0,3,6.0,3,150.85333333333332,3.2,0.5167933533675093
40.0,No,Travel_Rarely,8,1,2,Male,1,1,Laboratory Technician,1,6881.0,1,No,15,1,1,2.0,2,20.0,3,73.20212765957447,1.4,0.0
35.0,No,Travel_Rarely,8,1,2,Female,2,2,Manufacturing Director,4,17689.0,1,Yes,15,3,1,2.0,2,2.0,7,223.91139240506328,2.6,0.0
35.0,No,Travel_Rarely,13,3,3,Male,2,1,Laboratory Technician,2,7331.0,1,No,20,3,1,2.0,3,10.0,2,95.20779220779221,2.6,0.0
