Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,MonthlyHours,TaxRate,OverallSatisfaction
34.0,No,Travel_Rarely,Research & Development,6,2,Technical Degree,4,Female,78,3,2,Research Scientist,1,Divorced,4381.0,22087.0,3,Yes,12,2,2,3.0,3,6.0,9,6,283.17,0.8,2
38.0,No,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Female,83,2,1,Research Scientist,4,Married,13206.0,22794.0,1,Yes,13,4,1,3.0,3,18.0,5,1,274.63,0.42,3
38.0,No,Travel_Rarely,Sales,29,4,Life Sciences,3,Male,61,3,2,Sales Executive,1,Divorced,10609.0,13192.0,8,No,19,3,3,6.0,3,16.0,3,0,216.26,0.2,2
32.0,Yes,Travel_Rarely,Research & Development,7,2,Technical Degree,4,Female,72,3,1,Laboratory Technician,3,Married,3666.0,5228.0,8,No,11,4,1,2.0,1,13.0,9,9,72.61,0.3,3
36.0,No,Travel_Rarely,Sales,7,1,Life Sciences,4,Female,76,3,1,Sales Representative,3,Married,5228.0,16192.0,1,No,13,1,1,2.0,3,2.0,0,0,213.05,0.68,2
44.0,No,Travel_Rarely,Research & Development,5,2,Life Sciences,2,Male,85,4,2,Healthcare Representative,1,Divorced,18384.0,18384.0,1,No,12,4,2,4.0,3,3.0,3,1,216.28,0.0,2
56.0,No,Travel_Rarely,Research & Development,23,2,Life Sciences,3,Female,81,4,1,Research Scientist,3,Married,5380.0,23779.0,1,No,24,3,1,3.0,3,0.0,7,0,293.57,0.77,3
43.0,No,Travel_Rarely,Research & Development,28,3,Technical Degree,4,Female,97,3,1,Research Scientist,4,Married,4585.0,16799.0,4,No,20,4,1,5.0,3,20.0,4,0,173.19,0.73,3
33.0,Yes,Travel_Rarely,Sales,9,3,Marketing,2,Female,52,1,1,Sales Representative,2,Single,8224.0,14630.0,1,No,13,3,0,3.0,3,5.0,2,2,281.35,0.44,2
26.0,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Female,70,2,1,Research Scientist,4,Married,2368.0,8456.0,3,No,17,1,1,3.0,3,5.0,0,0,120.8,0.72,2
31.0,Yes,Travel_Frequently,Research & Development,10,3,Life Sciences,4,Female,92,2,1,Research Scientist,1,Single,11479.0,11479.0,6,Yes,20,3,0,2.0,3,10.0,0,0,124.77,0.0,2
46.0,No,Travel_Rarely,Sales,5,2,Life Sciences,2,Male,48,3,2,Sales Executive,2,Married,3904.0,8891.0,1,No,14,4,1,2.0,3,5.0,8,5,185.23,0.56,2
29.0,No,Travel_Frequently,Research & Development,18,4,Life Sciences,4,Female,58,2,5,Research Director,3,Divorced,2125.0,3180.0,1,Yes,17,3,1,3.0,3,3.0,9,0,54.83,0.33,3
31.0,No,Travel_Rarely,Sales,6,2,Marketing,2,Male,34,3,2,Sales Representative,3,Married,16047.0,16047.0,2,Yes,20,4,1,2.0,1,1.0,7,4,471.97,0.0,2
40.0,No,Travel_Rarely,Sales,13,2,Life Sciences,4,Male,78,3,1,Sales Representative,2,Married,2809.0,7103.0,1,No,13,3,1,2.0,3,2.0,0,0,91.06,0.6,3
27.0,No,Travel_Rarely,Research & Development,8,1,Life Sciences,3,Male,61,2,2,Research Scientist,2,Married,24907.0,24907.0,1,No,23,4,1,3.0,3,5.0,7,1,408.31,0.0,2
42.0,Yes,Travel_Rarely,Research & Development,25,3,Life Sciences,1,Male,48,1,1,Laboratory Technician,3,Single,4907.0,10558.0,1,No,12,3,0,3.0,2,20.0,0,0,219.96,0.54,2
34.0,No,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Male,36,3,1,Research Scientist,1,Married,9713.0,10554.0,2,No,16,2,1,2.0,3,5.0,2,0,293.17,0.08,2
38.0,No,Travel_Rarely,Sales,1,3,Marketing,1,Male,32,3,3,Sales Executive,4,Single,6770.0,6770.0,1,No,21,1,0,3.0,2,7.0,8,2,211.56,0.0,2
34.0,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,53,3,1,Laboratory Technician,4,Married,3420.0,16734.0,4,No,15,3,1,2.0,1,6.0,3,1,315.74,0.8,2
52.0,No,Travel_Frequently,Research & Development,2,2,Other,3,Female,33,3,4,Manager,4,Married,12982.0,12982.0,1,Yes,11,3,1,3.0,2,9.0,14,3,393.39,0.0,3
28.0,Yes,Travel_Rarely,Research & Development,1,4,Other,4,Female,63,3,1,Research Scientist,4,Single,5207.0,5207.0,1,Yes,13,3,0,2.0,2,7.0,9,7,82.65,0.0,3
56.0,No,Travel_Rarely,Research & Development,7,4,Life Sciences,4,Male,48,3,2,Laboratory Technician,4,Divorced,7260.0,9528.0,3,No,22,4,1,2.0,2,6.0,7,1,198.5,0.24,3
26.0,No,Travel_Frequently,Research & Development,3,4,Life Sciences,4,Female,56,3,1,Research Scientist,3,Married,4364.0,23159.0,1,Yes,11,3,0,2.0,3,2.0,7,3,413.55,0.81,3
31.0,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1,Male,42,3,1,Research Scientist,1,Married,6582.0,14377.0,1,Yes,14,4,2,2.0,2,6.0,7,6,342.31,0.54,2
42.0,No,Travel_Rarely,Research & Development,2,2,Medical,2,Male,90,3,2,Manufacturing Director,4,Divorced,5155.0,24442.0,2,No,14,3,1,3.0,3,6.0,7,1,271.58,0.79,3
41.0,No,Travel_Rarely,Research & Development,21,4,Life Sciences,2,Male,51,4,3,Manufacturing Director,1,Divorced,6870.0,10195.0,1,No,11,3,1,3.0,3,3.0,9,8,199.9,0.33,2
46.0,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Female,90,3,1,Research Scientist,4,Divorced,3032.0,3032.0,1,No,22,2,2,2.0,1,11.0,2,0,33.69,0.0,2
32.0,No,Travel_Frequently,Sales,11,4,Marketing,4,Male,80,3,2,Sales Executive,4,Single,4648.0,8191.0,3,No,12,3,0,2.0,4,0.0,1,0,102.39,0.43,3
32.0,No,Travel_Rarely,Sales,9,1,Life Sciences,3,Female,96,3,3,Sales Executive,3,Divorced,3931.0,21196.0,3,Yes,13,3,1,5.0,3,4.0,7,0,220.79,0.81,3
24.0,No,Travel_Rarely,Sales,2,4,Marketing,2,Female,81,3,2,Sales Executive,2,Married,3698.0,4999.0,1,Yes,20,1,0,2.0,3,3.0,7,7,61.72,0.26,2
31.0,No,Travel_Frequently,Research & Development,2,2,Medical,4,Female,32,4,2,Manufacturing Director,4,Married,3334.0,9637.0,1,No,12,2,0,3.0,3,3.0,7,1,301.16,0.65,3
20.0,No,Travel_Rarely,Research & Development,12,4,Life Sciences,3,Male,76,3,2,Manufacturing Director,3,Married,3033.0,12421.0,9,Yes,12,2,2,2.0,3,2.0,2,1,163.43,0.76,2
38.0,No,Travel_Frequently,Sales,16,4,Marketing,3,Female,98,2,2,Sales Executive,1,Married,13494.0,13494.0,4,No,13,1,2,3.0,2,5.0,2,0,137.69,0.0,1
28.0,No,Travel_Rarely,Sales,4,3,Medical,2,Male,43,3,2,Sales Executive,3,Married,8863.0,8863.0,1,No,15,2,0,2.0,4,2.0,4,0,206.12,0.0,2
35.0,No,Travel_Rarely,Human Resources,11,3,Life Sciences,3,Male,56,2,2,Human Resources,2,Married,5098.0,21833.0,4,No,11,4,2,5.0,4,10.0,9,1,389.88,0.77,3
42.0,Yes,Travel_Rarely,Sales,5,3,Marketing,3,Male,46,2,2,Sales Executive,3,Single,13348.0,26959.0,1,Yes,11,4,0,3.0,3,5.0,4,0,586.07,0.5,3
30.0,Yes,Non-Travel,Sales,1,2,Life Sciences,2,Female,94,3,2,Sales Executive,4,Single,8412.0,19479.0,8,Yes,11,1,0,3.0,1,9.0,4,0,207.22,0.57,2
23.0,No,Travel_Rarely,Research & Development,17,3,Life Sciences,4,Female,74,1,1,Research Scientist,3,Single,3295.0,4279.0,2,No,13,4,0,3.0,3,3.0,0,0,57.82,0.23,3
42.0,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,72,2,1,Research Scientist,3,Divorced,4272.0,12530.0,1,No,14,4,1,3.0,1,1.0,0,0,174.03,0.66,2
37.0,No,Travel_Rarely,Research & Development,2,3,Medical,4,Male,84,1,2,Manufacturing Director,2,Divorced,16321.0,16321.0,5,No,18,4,1,2.0,3,10.0,1,1,194.3,0.0,2
32.0,Yes,Travel_Rarely,Research & Development,1,2,Medical,3,Male,99,3,1,Research Scientist,2,Divorced,9204.0,11092.0,1,Yes,12,3,3,2.0,2,4.0,3,2,112.04,0.17,2
49.0,No,Travel_Rarely,Research & Development,15,2,Life Sciences,4,Male,52,3,5,Research Director,2,Married,10849.0,10849.0,5,No,11,1,1,2.0,3,5.0,2,0,208.63,0.0,2
40.0,Yes,Travel_Rarely,Sales,9,4,Life Sciences,3,Female,82,2,1,Sales Representative,1,Single,6377.0,6986.0,7,No,23,2,0,2.0,3,12.0,3,0,85.2,0.09,2
45.0,No,Travel_Rarely,Sales,1,3,Marketing,2,Female,49,4,3,Sales Executive,1,Married,19566.0,19566.0,1,No,16,3,1,3.0,3,1.0,7,0,399.31,0.0,2
29.0,No,Travel_Rarely,Research & Development,5,4,Life Sciences,2,Female,75,2,1,Research Scientist,4,Divorced,2373.0,3339.0,9,No,12,2,1,2.0,2,7.0,4,0,44.52,0.29,2
18.0,No,Non-Travel,Research & Development,25,3,Life Sciences,2,Male,57,4,1,Research Scientist,4,Single,21221.0,21221.0,1,Yes,12,4,0,2.0,3,1.0,0,0,372.3,0.0,3
35.0,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,95,3,1,Laboratory Technician,1,Divorced,20490.0,20490.0,3,No,16,2,1,2.0,3,10.0,2,1,215.68,0.0,2
31.0,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Female,36,2,1,Laboratory Technician,1,Married,6689.0,11031.0,1,Yes,11,4,1,2.0,3,11.0,0,0,306.42,0.39,2
38.0,No,Travel_Rarely,Sales,19,2,Medical,1,Male,32,3,3,Sales Executive,2,Single,2899.0,4814.0,1,Yes,13,4,0,3.0,3,2.0,0,0,150.44,0.4,2
29.0,Yes,Travel_Rarely,Research & Development,3,3,Medical,1,Female,91,3,1,Laboratory Technician,1,Married,9396.0,9396.0,5,No,13,3,1,3.0,3,2.0,2,0,103.25,0.0,2
39.0,Yes,Travel_Rarely,Research & Development,25,5,Technical Degree,3,Male,71,2,1,Research Scientist,2,Married,18300.0,18300.0,5,No,16,2,0,2.0,4,15.0,2,1,257.75,0.0,2
25.0,No,Travel_Rarely,Research & Development,6,3,Medical,1,Female,73,2,2,Research Scientist,3,Single,6180.0,20003.0,1,Yes,14,1,0,2.0,1,6.0,7,1,274.01,0.69,1
32.0,Yes,Travel_Frequently,Research & Development,9,4,Life Sciences,4,Male,93,3,2,Laboratory Technician,1,Married,5689.0,6208.0,4,No,17,3,1,2.0,2,10.0,1,0,66.75,0.08,2
34.0,Yes,Travel_Rarely,Research & Development,24,3,Technical Degree,3,Male,66,1,1,Laboratory Technician,4,Single,5429.0,23213.0,1,Yes,18,2,0,1.0,1,8.0,0,0,351.71,0.77,2
35.0,No,Travel_Rarely,Sales,8,3,Life Sciences,4,Male,57,4,2,Sales Executive,2,Married,8321.0,15678.0,0,No,22,3,1,1.0,3,5.0,2,1,275.05,0.47,3
29.0,No,Travel_Rarely,Sales,2,2,Marketing,2,Female,92,3,2,Sales Executive,2,Married,4258.0,4258.0,3,No,14,3,1,5.0,3,10.0,8,5,46.28,0.0,2
34.0,No,Travel_Rarely,Research & Development,1,3,Medical,4,Female,40,3,1,Research Scientist,2,Single,11994.0,18830.0,1,No,18,4,0,4.0,2,12.0,2,2,470.75,0.36,3
29.0,No,Travel_Frequently,Research & Development,1,3,Medical,3,Female,86,2,1,Laboratory Technician,3,Married,3425.0,5765.0,2,No,15,4,1,4.0,2,5.0,2,0,67.03,0.41,2
34.0,No,Travel_Rarely,Research & Development,2,2,Medical,4,Female,54,2,3,Manufacturing Director,3,Married,6244.0,14199.0,3,Yes,19,4,1,6.0,4,5.0,4,0,262.94,0.56,3
28.0,No,Travel_Frequently,Research & Development,24,2,Technical Degree,1,Male,62,3,2,Research Scientist,4,Divorced,24447.0,24447.0,1,No,17,1,2,3.0,3,3.0,8,4,394.31,0.0,2
50.0,No,Travel_Rarely,Research & Development,2,3,Medical,3,Female,60,2,5,Research Director,1,Married,13269.0,19805.0,8,No,12,2,3,3.0,3,14.0,0,0,330.08,0.33,2
29.0,No,Travel_Rarely,Sales,6,3,Life Sciences,3,Female,86,4,4,Sales Executive,1,Married,4193.0,18256.0,9,No,11,4,3,3.0,2,9.0,7,7,212.28,0.77,2
41.0,Yes,Travel_Rarely,Sales,16,3,Life Sciences,1,Female,74,3,3,Sales Executive,1,Single,2778.0,10092.0,2,Yes,20,3,0,1.0,2,7.0,0,0,136.38,0.72,2
40.0,No,Travel_Rarely,Sales,5,2,Marketing,4,Male,90,3,5,Manager,3,Married,2345.0,7770.0,6,No,13,2,0,2.0,4,3.0,0,0,86.33,0.7,3
29.0,No,Travel_Rarely,Research & Development,20,3,Life Sciences,2,Male,89,3,2,Laboratory Technician,3,Divorced,18624.0,18624.0,1,No,11,1,1,2.0,3,3.0,8,0,209.26,0.0,2
30.0,No,Travel_Rarely,Sales,1,1,Life Sciences,1,Male,57,2,2,Sales Executive,3,Single,2206.0,24668.0,7,No,11,4,0,5.0,2,10.0,3,1,432.77,0.91,2
51.0,No,Travel_Rarely,Research & Development,7,4,Medical,4,Female,78,3,2,Research Scientist,1,Married,13588.0,13734.0,5,Yes,22,3,1,6.0,3,7.0,3,0,176.08,0.01,2
31.0,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,76,3,1,Research Scientist,2,Married,4956.0,6125.0,0,No,23,4,1,2.0,3,10.0,4,0,80.59,0.19,3
34.0,No,Travel_Rarely,Research & Development,9,2,Life Sciences,2,Female,61,3,1,Research Scientist,1,Married,4538.0,7508.0,1,Yes,13,4,0,3.0,3,3.0,7,7,123.08,0.4,2
44.0,No,Travel_Rarely,Research & Development,20,4,Life Sciences,4,Male,31,3,2,Research Scientist,3,Single,2436.0,16885.0,3,No,12,4,0,2.0,2,4.0,3,0,544.68,0.86,3
27.0,Yes,Travel_Rarely,Research & Development,21,3,Medical,1,Female,37,3,1,Laboratory Technician,3,Divorced,19373.0,19373.0,1,No,20,3,1,2.0,2,4.0,1,0,523.59,0.0,2
40.0,Yes,Travel_Rarely,Sales,1,1,Technical Degree,1,Male,99,2,1,Sales Representative,2,Single,9150.0,10855.0,1,Yes,11,3,0,2.0,3,12.0,2,1,109.65,0.16,2
30.0,No,Travel_Rarely,Sales,12,3,Marketing,3,Male,77,3,3,Sales Executive,4,Single,5294.0,6645.0,4,No,11,4,0,3.0,3,7.0,2,2,86.3,0.2,3
32.0,No,Travel_Rarely,Research & Development,11,3,Life Sciences,1,Female,30,3,3,Healthcare Representative,3,Married,3312.0,16873.0,1,No,17,2,1,3.0,3,3.0,9,0,562.43,0.8,2
34.0,No,Travel_Frequently,Research & Development,1,4,Medical,4,Female,97,3,3,Healthcare Representative,1,Divorced,4444.0,12368.0,7,No,16,3,1,2.0,3,11.0,2,0,127.51,0.64,2
35.0,No,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,97,2,2,Healthcare Representative,2,Single,10221.0,19394.0,9,No,19,3,0,3.0,3,8.0,1,0,199.94,0.47,2
32.0,No,Travel_Rarely,Sales,24,3,Medical,4,Male,38,3,1,Sales Representative,4,Married,5530.0,5530.0,0,No,13,3,2,5.0,3,6.0,2,2,145.53,0.0,3
36.0,No,Travel_Rarely,Research & Development,15,3,Medical,2,Female,59,3,1,Laboratory Technician,4,Single,23785.0,23785.0,1,No,15,3,0,3.0,3,2.0,0,0,403.14,0.0,3
39.0,No,Non-Travel,Sales,2,3,Life Sciences,3,Female,74,3,3,Sales Executive,4,Divorced,5093.0,5596.0,4,Yes,12,2,1,2.0,2,1.0,6,0,75.62,0.09,2
29.0,Yes,Travel_Rarely,Research & Development,1,3,Medical,1,Male,45,2,1,Laboratory Technician,2,Divorced,2936.0,7160.0,1,No,15,1,2,4.0,3,6.0,0,0,159.11,0.59,1
43.0,No,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Male,84,3,1,Research Scientist,1,Single,4732.0,7510.0,2,No,11,2,0,1.0,2,10.0,2,1,89.4,0.37,2
39.0,No,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Female,47,3,1,Laboratory Technician,4,Married,20251.0,20251.0,0,No,11,3,1,2.0,3,19.0,13,10,430.87,0.0,3
56.0,No,Travel_Frequently,Research & Development,9,4,Medical,4,Female,43,3,1,Laboratory Technician,3,Married,13212.0,25412.0,9,No,17,3,1,2.0,3,7.0,3,1,590.98,0.48,3
52.0,No,Travel_Rarely,Sales,29,1,Medical,1,Female,91,3,3,Manager,3,Married,23978.0,23978.0,3,No,21,2,1,2.0,1,5.0,0,0,263.49,0.0,2
50.0,No,Travel_Rarely,Research & Development,2,1,Life Sciences,4,Male,65,3,3,Manufacturing Director,2,Married,10496.0,15813.0,3,No,18,2,1,2.0,3,4.0,2,1,243.28,0.34,2
34.0,Yes,Travel_Rarely,Sales,22,1,Marketing,4,Male,50,3,1,Sales Representative,3,Single,6274.0,26820.0,1,Yes,19,4,0,5.0,2,6.0,0,0,536.4,0.77,3
38.0,No,Travel_Frequently,Research & Development,3,4,Medical,2,Male,73,3,3,Research Director,3,Divorced,2821.0,13523.0,9,No,12,1,1,2.0,3,2.0,2,2,185.25,0.79,2
34.0,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,57,3,1,Research Scientist,1,Married,5343.0,15346.0,6,Yes,14,2,1,2.0,3,13.0,2,1,269.23,0.65,2
35.0,No,Travel_Rarely,Research & Development,10,2,Life Sciences,4,Male,32,3,3,Manufacturing Director,1,Divorced,4581.0,4809.0,1,No,21,3,2,2.0,2,11.0,7,1,150.28,0.05,2
42.0,No,Travel_Rarely,Research & Development,27,4,Life Sciences,4,Female,49,3,2,Manufacturing Director,3,Married,5151.0,5231.0,2,No,16,2,1,1.0,3,5.0,7,0,106.76,0.02,3
27.0,No,Travel_Rarely,Sales,16,4,Life Sciences,3,Male,96,3,2,Sales Executive,3,Divorced,6142.0,13693.0,8,No,14,3,1,0.0,3,6.0,7,7,142.64,0.55,3
20.0,No,Travel_Rarely,Sales,10,3,Medical,3,Male,46,3,2,Sales Executive,4,Single,1009.0,9125.0,1,No,13,1,0,5.0,3,1.0,3,1,198.37,0.89,2
46.0,No,Non-Travel,Research & Development,1,2,Life Sciences,4,Male,47,3,1,Research Scientist,3,Married,7991.0,16901.0,1,No,22,4,1,3.0,3,2.0,0,0,359.6,0.53,3
37.0,Yes,Travel_Rarely,Sales,20,2,Marketing,2,Female,70,3,1,Sales Representative,2,Single,6474.0,21728.0,1,Yes,22,4,0,2.0,2,14.0,3,0,310.4,0.7,2
24.0,No,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Female,87,3,4,Research Director,3,Married,21624.0,21624.0,2,Yes,14,2,0,6.0,3,4.0,2,2,248.55,0.0,2
46.0,No,Travel_Rarely,Research & Development,18,4,Medical,3,Male,62,3,2,Healthcare Representative,2,Married,5562.0,12992.0,3,Yes,14,4,2,2.0,3,10.0,7,6,209.55,0.57,3
40.0,No,Travel_Rarely,Research & Development,15,3,Medical,2,Female,71,3,4,Research Director,1,Divorced,2213.0,11929.0,7,No,14,4,2,3.0,2,7.0,8,6,168.01,0.81,2
50.0,No,Travel_Frequently,Research & Development,2,3,Life Sciences,3,Female,98,3,2,Research Scientist,4,Single,9208.0,22455.0,1,No,13,3,0,3.0,3,2.0,8,8,229.13,0.59,3
56.0,No,Travel_Rarely,Research & Development,27,3,Life Sciences,3,Male,83,3,3,Manufacturing Director,1,Married,11535.0,13402.0,8,No,11,3,1,0.0,3,19.0,7,0,161.47,0.14,2
33.0,No,Travel_Rarely,Sales,15,2,Marketing,3,Female,94,2,3,Sales Executive,1,Divorced,3088.0,6949.0,2,No,11,1,1,2.0,3,5.0,7,1,73.93,0.56,2
27.0,No,Non-Travel,Research & Development,2,4,Life Sciences,4,Male,84,2,2,Manufacturing Director,1,Married,6349.0,23687.0,6,No,13,2,1,0.0,3,5.0,9,5,281.99,0.73,2
43.0,No,Travel_Rarely,Research & Development,2,4,Technical Degree,1,Male,60,3,3,Research Director,3,Married,7847.0,24001.0,9,No,12,1,1,3.0,1,10.0,3,0,400.02,0.67,1
28.0,Yes,Travel_Rarely,Sales,10,3,Life Sciences,3,Female,64,3,3,Sales Executive,2,Married,3660.0,14011.0,5,No,21,3,3,4.0,3,8.0,7,0,218.92,0.74,2
40.0,No,Travel_Rarely,Sales,9,3,Marketing,2,Male,98,2,1,Sales Representative,2,Married,5473.0,12102.0,0,No,19,4,1,5.0,3,8.0,2,1,123.49,0.55,2
31.0,No,Travel_Rarely,Research & Development,29,1,Life Sciences,3,Female,96,1,2,Manufacturing Director,2,Married,2109.0,3173.0,1,No,14,2,2,3.0,2,3.0,6,1,33.05,0.34,2
35.0,No,Travel_Rarely,Research & Development,3,3,Medical,3,Male,81,4,1,Laboratory Technician,1,Married,3407.0,9964.0,4,Yes,20,1,3,2.0,2,10.0,0,0,123.01,0.66,2
41.0,Yes,Travel_Rarely,Sales,9,2,Life Sciences,1,Male,68,2,1,Sales Representative,1,Married,4766.0,15182.0,3,No,12,1,0,2.0,3,1.0,2,2,223.26,0.69,1
38.0,No,Travel_Rarely,Sales,2,4,Life Sciences,2,Female,47,4,4,Manager,2,Divorced,7861.0,21086.0,6,No,14,3,3,4.0,3,1.0,2,1,448.64,0.63,2
36.0,Yes,Travel_Rarely,Sales,26,4,Life Sciences,1,Male,100,3,2,Sales Executive,1,Married,2741.0,5630.0,2,No,14,4,2,4.0,3,7.0,1,0,56.3,0.51,2
43.0,No,Travel_Rarely,Research & Development,27,1,Medical,3,Female,53,2,1,Research Scientist,1,Single,2645.0,17852.0,1,No,11,4,0,2.0,2,5.0,5,1,336.83,0.85,2
41.0,No,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Female,30,3,2,Healthcare Representative,4,Divorced,3376.0,5335.0,3,No,23,3,1,2.0,1,10.0,11,4,177.83,0.37,2
50.0,No,Travel_Rarely,Research & Development,1,2,Life Sciences,3,Male,68,3,3,Manufacturing Director,1,Married,6009.0,19144.0,1,No,11,4,0,4.0,3,10.0,7,0,281.53,0.69,2
34.0,No,Non-Travel,Sales,4,1,Medical,2,Male,99,3,2,Sales Representative,3,Single,4568.0,25751.0,3,No,19,1,0,2.0,3,9.0,0,0,260.11,0.82,2
55.0,Yes,Travel_Rarely,Research & Development,15,3,Medical,1,Male,73,3,3,Healthcare Representative,4,Married,10239.0,14075.0,1,No,11,4,1,4.0,3,1.0,7,0,192.81,0.27,3
27.0,Yes,Travel_Rarely,Sales,21,3,Other,4,Male,37,2,1,Sales Representative,2,Single,9947.0,9947.0,1,Yes,13,2,0,5.0,4,7.0,0,0,268.84,0.0,2
41.0,No,Non-Travel,Research & Development,5,2,Technical Degree,3,Female,84,4,1,Laboratory Technician,3,Single,6811.0,25470.0,0,No,14,1,0,3.0,1,8.0,5,1,303.21,0.73,2
54.0,No,Travel_Rarely,Sales,2,5,Life Sciences,2,Male,91,3,4,Manager,1,Married,2632.0,5626.0,7,No,16,2,1,2.0,3,5.0,16,11,61.82,0.53,2
43.0,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,77,3,1,Laboratory Technician,2,Single,10950.0,19740.0,2,No,11,3,0,2.0,3,8.0,3,1,256.36,0.45,2
29.0,No,Travel_Frequently,Sales,1,3,Medical,3,Male,52,2,2,Sales Executive,1,Single,2720.0,11148.0,1,No,12,2,0,5.0,3,10.0,7,0,214.38,0.76,2
40.0,No,Travel_Rarely,Research & Development,2,3,Medical,3,Male,52,2,2,Manufacturing Director,4,Single,3319.0,20234.0,5,Yes,24,2,0,2.0,2,9.0,0,0,389.12,0.84,2
37.0,No,Travel_Rarely,Sales,1,4,Life Sciences,2,Female,73,3,2,Sales Executive,3,Single,21447.0,21447.0,6,No,13,1,0,2.0,3,1.0,0,0,293.79,0.0,2
54.0,No,Travel_Rarely,Sales,7,3,Life Sciences,3,Male,55,3,2,Sales Executive,1,Single,10725.0,11827.0,0,No,14,4,0,1.0,3,9.0,2,1,215.04,0.09,2
39.0,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Male,79,3,1,Laboratory Technician,3,Single,4553.0,14935.0,2,No,11,3,0,4.0,1,20.0,0,0,189.05,0.7,2
37.0,Yes,Travel_Frequently,Sales,9,3,Marketing,1,Female,85,1,2,Sales Executive,3,Single,2973.0,9489.0,8,No,13,2,0,2.0,2,5.0,3,1,111.64,0.69,1
34.0,No,Travel_Frequently,Research & Development,10,3,Medical,3,Male,77,3,2,Manufacturing Director,1,Single,25198.0,25198.0,6,Yes,19,4,0,3.0,3,7.0,2,1,327.25,0.0,2
45.0,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,63,3,1,Research Scientist,3,Single,9380.0,17624.0,0,No,12,4,0,4.0,4,3.0,2,1,279.75,0.47,3
24.0,Yes,Travel_Frequently,Research & Development,2,5,Technical Degree,3,Male,78,2,3,Manufacturing Director,4,Married,2145.0,14618.0,0,No,16,2,1,2.0,3,5.0,7,1,187.41,0.85,2
27.0,No,Travel_Rarely,Research & Development,10,4,Medical,1,Female,51,3,2,Healthcare Representative,3,Single,3517.0,4223.0,3,Yes,16,3,0,2.0,3,3.0,2,0,82.8,0.17,2
28.0,No,Travel_Rarely,Research & Development,4,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,4382.0,26537.0,1,No,13,2,1,2.0,4,2.0,2,2,564.62,0.83,3
29.0,No,Non-Travel,Research & Development,14,2,Life Sciences,2,Male,94,3,4,Research Director,1,Married,4649.0,5200.0,6,No,24,3,1,3.0,3,4.0,1,1,55.32,0.11,2
44.0,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Female,94,3,1,Laboratory Technician,4,Married,21081.0,21081.0,6,Yes,13,3,1,1.0,1,2.0,2,2,224.27,0.0,2
52.0,No,Travel_Rarely,Research & Development,1,4,Medical,1,Female,60,2,4,Manufacturing Director,3,Married,13247.0,22308.0,4,Yes,20,4,3,2.0,2,5.0,2,0,371.8,0.41,2
53.0,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,99,2,2,Healthcare Representative,4,Married,10934.0,15830.0,1,No,19,1,3,2.0,3,5.0,10,10,159.9,0.31,2
37.0,No,Travel_Rarely,Research & Development,19,1,Medical,3,Male,80,3,1,Research Scientist,4,Married,11992.0,11992.0,1,No,24,1,2,3.0,3,7.0,2,2,149.9,0.0,2
38.0,No,Travel_Rarely,Research & Development,5,4,Technical Degree,3,Female,86,3,1,Research Scientist,4,Married,10077.0,10077.0,0,Yes,12,3,1,4.0,3,9.0,2,0,117.17,0.0,3
30.0,Yes,Travel_Rarely,Research & Development,19,3,Medical,3,Male,57,4,1,Research Scientist,3,Divorced,20366.0,20366.0,6,Yes,12,4,0,2.0,3,10.0,2,2,357.3,0.0,3
37.0,Yes,Travel_Frequently,Research & Development,2,4,Medical,3,Male,46,3,1,Research Scientist,3,Single,5968.0,16374.0,6,No,17,4,0,2.0,2,9.0,2,2,355.96,0.64,3
