Age,DistanceFromHome,MonthlyIncome,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,MonthlyHours,Attrition,OverTime,OverallSatisfaction,JobLevel,NumCompaniesWorked,Education
40,1,4647,11,0,3,6,2,537.88,0,0,2,2,4,4
30,19,2613,11,3,2,10,2,135.45,0,0,3,1,3,1
47,28,2845,19,0,2,5,13,63.38,0,0,2,3,4,3
40,9,13757,11,1,5,9,2,290.29,0,1,2,2,2,2
52,1,3482,21,1,3,9,7,55.0,0,1,2,3,2,3
28,8,3441,11,0,3,2,2,91.82,0,0,3,1,1,3
42,18,4523,16,1,4,6,3,225.0,0,0,2,2,0,4
36,14,6962,13,1,2,1,4,381.88,1,1,2,1,5,3
27,1,11275,12,1,4,9,3,117.45,0,0,2,2,1,1
27,22,2318,11,0,2,1,2,240.4,1,1,2,1,4,3
49,18,7122,18,2,3,15,0,87.93,0,0,3,1,4,4
41,10,3072,12,1,2,1,2,76.82,0,1,3,2,1,4
35,6,3408,14,0,2,4,2,91.21,0,1,3,1,0,1
29,26,3760,15,1,5,3,7,464.65,0,0,1,2,1,3
33,2,3055,18,0,2,9,7,460.45,0,0,2,2,1,2
37,1,8989,15,1,3,3,8,124.7,0,1,3,2,1,3
32,2,2323,11,0,3,10,14,123.09,0,1,3,2,9,4
44,1,5288,14,1,2,12,2,76.82,0,0,2,1,3,2
31,10,2097,14,1,2,2,2,47.27,0,0,3,1,0,3
46,6,21457,15,1,3,6,7,510.88,0,0,2,3,4,1
35,10,2706,18,1,3,4,3,68.03,0,0,2,2,1,3
33,8,2909,13,0,3,8,0,168.2,0,0,3,1,4,3
41,2,4103,12,1,2,9,7,199.69,0,1,2,4,3,3
43,23,2670,12,1,3,1,16,268.16,0,1,2,4,4,3
28,20,8463,14,1,4,5,2,238.49,0,0,3,2,2,2
42,4,13008,19,0,2,1,0,190.38,1,0,2,1,1,3
37,2,6447,18,1,2,6,7,445.18,0,0,2,3,2,3
29,18,4262,14,2,2,3,2,307.43,0,1,3,2,1,4
54,1,5485,13,1,4,5,5,240.01,0,1,2,2,1,4
42,9,11411,12,3,2,1,2,215.3,0,1,2,1,1,3
59,1,10512,15,0,6,9,2,188.68,0,0,2,2,1,2
38,18,8984,11,0,3,9,2,115.4,0,0,2,3,5,1
25,4,2187,16,0,3,2,2,538.1,0,1,3,2,0,4
31,20,9096,15,1,2,13,2,107.01,0,0,2,2,0,3
29,26,4554,14,1,3,10,6,84.76,0,0,2,4,2,4
34,2,2029,16,1,2,5,3,162.76,0,0,2,2,7,5
22,2,2814,13,3,2,4,2,569.36,0,1,2,2,0,1
45,5,8059,14,0,3,2,0,198.19,1,1,2,1,1,3
24,1,3202,12,2,4,5,8,290.87,0,1,3,2,1,1
38,3,8237,17,0,3,7,1,343.54,0,0,3,2,5,3
31,18,2610,13,0,5,2,1,105.52,0,0,2,1,1,1
39,10,5902,25,0,2,15,1,64.04,1,1,2,1,1,3
38,1,6615,22,1,2,10,4,182.74,0,0,3,4,9,2
43,2,8429,13,1,2,7,4,85.14,0,0,3,1,1,3
49,3,2302,20,0,0,3,2,207.84,0,1,3,2,3,5
33,16,7725,12,0,2,13,2,181.99,0,0,2,2,2,3
23,20,2819,14,0,3,3,7,143.51,0,0,3,2,1,3
37,5,2996,13,1,2,4,0,78.05,0,1,1,2,1,3
24,1,3162,17,1,2,5,4,182.25,0,0,2,3,7,4
29,5,2119,19,1,4,7,2,410.65,0,0,2,2,1,3
29,13,2062,11,1,2,3,2,126.71,0,0,2,2,2,4
42,24,5538,22,1,2,0,0,463.26,1,1,3,1,3,3
53,4,16031,12,1,4,3,2,258.56,0,0,2,1,8,3
44,1,11038,14,1,2,12,4,201.82,0,1,2,3,3,2
30,2,4658,18,1,4,5,2,146.32,0,0,2,2,0,4
32,26,3433,12,2,3,5,12,211.89,0,1,3,4,1,2
36,4,4605,15,1,3,9,7,177.31,1,1,3,1,1,1
30,11,18500,11,1,2,5,2,342.59,0,0,3,2,1,2
33,14,4510,18,3,6,7,4,65.03,1,1,2,1,9,4
38,2,5329,18,1,2,13,2,242.09,0,1,2,1,0,4
30,9,9667,19,0,3,7,7,389.54,0,0,2,2,1,4
38,3,3692,19,1,3,5,0,63.69,0,0,2,1,1,3
44,3,2818,14,0,2,3,2,381.31,1,0,2,2,9,2
28,10,2070,13,3,2,5,7,50.46,0,0,2,2,2,5
35,4,10685,21,0,2,17,2,281.87,0,0,2,1,6,4
27,10,7880,17,0,3,8,12,391.45,1,0,2,3,9,3
35,4,5182,15,0,2,2,4,95.96,0,1,3,1,7,1
26,11,2544,13,1,3,7,1,568.37,0,0,2,1,1,3
32,1,10781,23,0,3,6,8,185.88,0,0,3,2,1,2
30,7,12241,11,1,2,5,7,122.41,0,0,2,2,4,3
35,1,3506,19,1,3,3,1,237.66,0,0,2,4,4,5
26,1,6397,14,0,6,6,0,194.46,0,0,1,1,4,3
30,7,7140,11,0,2,7,4,442.82,0,0,2,3,4,3
31,21,16439,16,1,4,5,3,456.64,0,0,2,2,2,2
38,22,3306,12,1,5,9,2,252.52,0,0,2,1,5,3
40,4,9946,14,1,2,8,4,301.39,0,0,2,5,2,2
37,7,23293,18,0,3,6,2,358.35,0,0,3,1,2,4
50,1,11757,13,0,2,8,0,231.77,0,0,3,1,1,3
35,15,23683,18,1,3,3,2,503.89,0,0,3,2,3,3
31,17,3372,13,1,4,10,0,57.91,1,0,2,1,1,2
52,7,3212,18,1,3,2,4,289.18,1,0,2,2,1,2
43,4,7898,11,0,2,10,4,99.9,0,0,2,1,8,4
42,5,22792,12,2,4,0,2,542.67,0,0,2,3,4,4
42,2,2936,12,0,1,6,0,261.6,1,0,2,1,1,4
46,29,11652,11,0,2,19,4,186.27,1,0,2,1,0,2
52,29,9752,13,0,4,8,5,125.84,0,0,2,1,5,3
38,1,11510,21,1,2,11,3,335.39,0,0,2,1,0,3
49,3,3580,18,0,2,4,2,231.46,0,0,2,3,1,4
33,8,2622,14,1,3,3,7,322.78,0,0,2,3,9,3
35,1,3755,13,1,3,8,3,533.0,0,1,3,2,2,4
45,2,3633,12,0,2,9,8,506.77,0,0,2,4,4,3
34,1,6074,12,1,3,9,0,117.49,0,0,2,2,7,5
42,6,19368,13,0,6,4,11,236.2,0,0,2,2,1,4
35,2,4788,19,1,2,3,4,281.41,0,0,3,2,1,1
55,2,16620,11,0,2,7,0,218.68,0,0,3,1,5,2
38,5,3210,14,0,4,15,7,468.94,0,1,1,2,1,5
47,5,3294,11,1,3,3,9,209.38,0,1,2,4,1,3
28,5,8722,14,0,2,10,1,325.91,1,1,2,1,3,2
24,22,2042,12,2,2,3,4,89.85,1,1,2,2,2,2
32,3,3038,12,1,2,5,8,292.91,0,0,3,2,1,3
49,1,8931,11,0,2,1,8,187.11,1,0,2,3,1,5
48,1,25265,13,2,3,8,3,382.8,0,0,2,1,1,1
32,10,26075,13,0,3,9,0,330.06,0,0,3,2,8,4
24,16,2122,14,0,3,3,3,43.31,0,0,2,1,1,3
43,24,5340,13,0,1,8,7,208.08,0,0,2,2,7,1
30,1,5598,15,3,3,3,2,158.78,0,0,2,1,1,3
33,3,3600,18,0,2,11,0,433.61,1,1,2,2,4,2
60,10,5220,11,2,3,11,0,370.05,1,0,2,3,6,3
34,4,11631,11,0,6,11,9,346.41,0,0,3,3,1,3
28,4,2596,19,1,2,1,0,300.87,0,0,3,1,7,2
31,3,2218,11,1,2,4,4,214.51,0,0,2,2,2,3
29,1,6623,13,0,2,1,7,587.36,0,0,3,2,0,4
51,3,13142,25,1,1,5,2,536.51,0,0,2,2,4,2
37,26,2073,20,3,3,3,4,172.73,0,0,2,1,1,1
39,3,14506,12,0,2,1,3,166.74,0,0,2,3,2,3
40,2,10322,19,0,6,18,10,180.64,0,0,2,4,1,4
32,21,8998,18,3,2,9,11,172.62,0,0,3,1,1,3
28,5,4779,12,0,2,8,2,182.71,0,0,2,2,3,3
43,2,5033,13,0,3,14,7,181.47,0,0,2,1,0,3
24,8,2127,17,0,2,1,4,71.08,0,0,2,1,1,4
30,2,2083,15,1,2,1,14,453.44,1,0,2,5,1,1
51,26,14864,14,1,2,10,4,193.04,0,0,3,4,5,3
26,2,2741,22,2,2,7,7,293.51,0,0,3,2,4,4
34,1,12930,22,0,3,4,3,219.15,0,0,2,2,4,4
28,3,3464,13,1,4,3,2,83.23,0,1,3,1,1,2
36,1,4663,16,0,2,3,4,83.72,0,0,2,2,1,3
47,3,2997,16,1,3,13,2,271.75,0,0,2,1,3,4
44,6,4303,21,0,3,10,2,82.04,1,1,2,1,7,3
42,10,2372,12,0,2,1,7,394.6,0,0,3,2,1,3
32,18,10400,15,2,2,14,7,258.62,0,1,3,2,1,4
26,6,4294,22,2,2,7,7,94.23,0,0,3,2,4,4
33,1,4878,22,0,2,9,8,237.78,0,0,2,3,1,1
30,16,6347,13,1,2,11,4,196.18,0,0,2,1,0,3
30,5,4779,14,1,3,3,7,237.48,1,1,2,1,1,2
29,10,2272,11,1,2,5,7,75.94,0,0,2,2,1,4
54,2,10502,13,0,2,5,4,239.77,0,1,3,4,2,3
27,5,2566,24,0,2,1,0,181.04,0,0,3,2,8,4
32,6,6220,17,0,3,10,2,126.97,0,0,3,2,2,3
28,21,2144,15,1,3,5,4,393.0,0,0,3,1,5,2
26,1,3339,11,0,2,5,2,39.55,0,1,2,1,3,4
47,2,2725,14,0,2,20,2,330.17,0,0,3,1,2,4
49,10,3376,12,1,3,8,16,105.72,0,0,2,3,3,3
36,11,6815,20,1,5,1,2,266.11,0,0,3,2,8,4
31,10,2739,14,0,1,2,7,47.92,0,0,2,3,9,3
26,24,6950,21,1,2,4,9,124.11,0,1,2,3,1,3
50,10,11591,12,1,2,9,1,202.93,0,0,2,2,7,3
32,8,24624,11,0,2,1,12,378.83,0,1,2,2,1,2
33,25,4905,12,1,2,10,7,212.73,0,0,2,2,1,3
22,18,14961,13,0,2,4,3,173.97,1,1,2,1,1,1
36,19,12449,12,3,2,10,5,159.6,0,0,2,1,1,4
31,23,2356,18,0,2,6,9,280.64,0,0,3,4,6,4
36,7,3419,15,0,3,1,7,286.27,0,0,2,1,3,4
39,1,2232,14,0,1,3,0,212.98,1,1,3,2,3,4
54,5,11912,14,1,5,5,10,237.7,0,0,3,2,1,2
56,8,4257,13,3,3,2,14,139.02,0,0,2,3,1,3
50,4,6725,19,0,2,8,1,234.32,0,0,2,1,1,3
32,28,9980,17,2,1,10,9,551.04,0,0,3,2,1,3
54,1,3142,13,1,2,10,9,444.48,0,1,2,3,2,3
26,2,2966,11,3,2,4,0,297.22,0,1,3,1,1,1
43,22,3539,12,0,2,9,0,337.16,1,0,1,1,1,3
36,1,4051,13,1,2,3,3,94.21,0,1,3,2,9,2
20,15,2926,14,1,5,1,0,97.01,1,0,2,2,7,3
38,11,2440,16,1,3,4,0,228.4,0,0,2,2,4,5
29,6,7918,15,1,5,11,0,333.33,0,0,2,2,6,4
37,1,5993,11,0,2,7,2,154.06,1,1,2,1,1,3
31,7,11557,11,0,3,5,8,247.02,0,1,3,2,1,4
48,2,5381,24,1,2,1,7,261.34,0,0,3,2,1,2
35,11,10388,16,0,3,16,2,298.04,0,0,2,4,3,2
32,21,2432,11,1,2,4,2,158.86,0,0,2,1,1,3
27,1,4227,19,2,2,3,10,500.67,0,0,3,3,1,4
24,10,4286,16,1,4,1,2,285.02,0,0,3,1,2,3
29,9,2532,19,1,5,4,4,192.92,0,0,2,1,2,3
40,5,5677,17,0,4,11,2,428.75,1,0,2,1,0,3
30,2,3579,11,0,2,11,6,309.14,0,0,2,5,5,3
32,7,2370,14,3,4,8,4,141.3,0,0,4,1,4,3
46,2,4761,11,1,3,1,0,85.87,0,0,2,2,2,4
51,16,5441,14,0,2,10,2,141.95,0,0,2,2,8,4
35,6,4323,16,0,2,5,8,279.32,0,0,2,2,1,4
34,7,2979,14,0,2,0,2,45.74,1,1,1,1,3,3
38,3,7756,12,0,6,5,2,219.93,0,1,3,2,3,1
55,2,6385,13,2,3,8,5,567.07,0,0,2,2,0,3
29,29,4185,18,1,2,4,7,77.5,0,0,2,2,3,3
32,24,4465,12,0,2,3,7,171.6,1,0,1,3,1,2
38,2,9518,13,1,2,2,0,164.66,0,0,2,1,3,1
42,1,4060,19,2,2,1,0,165.76,0,0,2,1,8,4
39,20,3646,13,0,2,1,8,175.07,0,0,3,1,1,1
39,9,8770,15,0,4,19,4,244.61,0,0,2,2,9,3
54,10,3780,12,0,3,1,0,140.93,0,0,2,1,1,3
45,9,4477,20,1,2,3,0,158.31,0,1,2,1,4,3
35,2,4717,14,1,2,11,8,243.77,0,0,3,3,3,2
50,9,7172,25,0,2,8,1,216.91,0,0,2,1,1,2
38,25,14004,14,0,6,0,2,259.33,0,0,2,2,4,2
35,15,2194,14,0,2,3,0,200.84,0,0,3,1,1,2
30,19,20338,12,0,2,9,9,581.09,0,0,2,1,1,3
36,1,2519,11,1,6,11,2,218.06,0,0,2,1,1,2
36,1,4440,11,1,2,15,0,354.68,0,0,3,5,3,4
36,1,9738,17,0,6,9,5,404.2,0,0,3,3,4,3
30,1,8834,12,0,2,9,3,319.57,0,1,3,1,6,3
28,25,2044,24,0,2,5,0,207.08,1,1,2,1,1,4
26,4,2875,11,0,2,8,4,122.12,0,1,2,2,1,2
55,24,13335,22,1,2,5,0,248.64,0,0,3,1,1,1
55,14,2125,18,1,3,9,7,41.48,0,0,3,2,8,4
40,5,20445,21,0,2,10,6,208.62,0,1,2,2,4,4
26,2,3102,12,0,2,6,2,70.22,0,1,2,2,0,3
28,7,4724,14,0,0,5,0,534.8,0,0,3,2,2,4
49,3,2267,18,0,2,2,3,146.56,0,1,2,2,1,1
34,2,2307,17,1,2,5,3,258.64,0,0,2,1,4,2
42,29,13402,14,2,2,1,7,155.14,0,0,2,2,1,4
33,6,6388,14,1,6,0,4,232.91,0,0,3,2,4,4
32,1,3974,20,0,3,2,0,56.77,0,0,2,1,6,3
52,8,3149,15,1,3,5,2,184.87,0,0,3,1,7,4
45,10,2755,15,0,3,10,3,36.97,0,0,3,3,6,3
35,7,7632,20,3,2,8,7,502.19,0,0,3,2,1,2
39,12,3902,18,1,2,2,0,195.54,1,0,2,1,1,4
37,4,4213,17,0,4,10,0,103.27,0,1,3,2,1,2
46,4,5258,13,3,2,1,2,94.76,0,0,2,2,7,2
50,8,4728,13,0,4,0,4,321.54,0,0,2,1,9,4
31,3,7547,20,1,3,5,4,333.01,0,0,2,2,6,2
31,2,7446,16,0,2,10,7,338.81,0,0,2,1,0,4
39,3,5151,20,1,3,10,0,319.06,0,0,3,1,1,3
24,22,2774,11,0,2,5,8,41.88,0,0,2,3,0,4
53,2,13888,20,3,2,9,11,186.49,0,0,2,2,5,1
29,9,3072,15,0,3,10,2,165.77,1,0,2,1,1,4
27,27,25549,12,1,3,9,7,387.11,0,0,2,2,4,3
32,8,2176,14,1,5,6,0,130.84,0,0,2,2,3,5
33,11,4302,13,1,2,3,3,60.04,0,0,3,4,3,2
34,5,2929,13,0,3,10,4,316.28,0,0,2,2,6,1
35,23,2559,21,1,3,6,8,194.94,0,0,2,2,1,1
35,4,9973,20,0,2,4,5,188.17,0,1,2,1,1,2
38,11,6861,19,1,1,1,4,309.81,0,1,3,1,3,4
34,29,6500,19,0,1,3,0,170.68,0,0,2,2,4,3
46,1,9755,19,0,2,7,3,233.53,0,1,1,5,3,3
34,5,8053,12,1,3,14,9,414.8,0,0,3,3,2,3
45,10,2220,14,0,2,1,3,239.82,0,0,3,2,7,2
27,10,19630,18,0,5,6,2,248.48,0,0,3,1,1,1
52,7,5577,11,0,3,10,9,530.51,0,0,3,3,0,3
38,23,3057,11,2,0,1,5,243.03,0,1,3,1,1,3
41,5,4240,12,2,0,2,2,188.16,0,1,2,1,0,2
34,7,4944,25,1,3,15,10,104.49,0,1,2,1,0,2
35,1,8606,16,0,3,11,3,354.39,1,1,2,1,1,1
37,2,4777,14,0,2,1,0,82.49,0,0,3,2,9,4
32,2,4194,22,1,3,5,2,316.33,0,0,2,4,2,3
28,3,2367,11,0,2,4,2,97.23,1,1,2,1,5,3
41,7,26062,20,0,3,10,1,260.62,0,0,2,1,1,3
25,1,3977,12,1,2,5,7,180.77,0,0,3,2,0,3
33,23,2187,12,0,5,5,9,400.3,0,0,3,2,1,2
38,22,5377,25,1,3,7,8,205.33,0,0,2,4,3,5
33,1,5376,12,0,3,5,0,323.08,1,0,2,1,1,4
35,16,2705,12,0,2,5,7,198.54,0,1,3,3,4,3
39,25,3449,21,1,3,17,4,93.61,0,0,2,3,3,2
44,28,9731,11,1,2,2,3,164.93,0,1,3,4,2,2
32,3,5518,11,1,5,5,7,108.2,1,1,2,3,1,1
47,2,5067,14,0,2,19,0,64.77,0,0,2,1,1,3
31,11,4306,14,3,5,13,8,213.96,0,1,3,3,1,3
30,4,2794,11,1,3,5,11,127.64,0,0,2,3,7,4
44,2,3161,11,0,0,1,5,87.56,0,0,2,1,1,4
49,17,8564,11,1,2,0,7,248.98,0,0,3,3,8,3
39,8,4127,15,0,2,2,2,474.53,1,0,2,3,2,4
50,24,2683,15,2,2,3,8,264.32,0,0,3,2,1,4
35,25,4614,14,1,0,4,6,263.12,0,0,2,1,1,4
34,6,2311,14,1,3,3,7,114.42,0,0,2,1,1,4
40,2,19573,22,1,2,4,0,268.12,0,1,3,2,4,4
23,9,2406,14,2,3,1,2,191.3,0,0,2,2,1,2
30,1,4025,16,2,2,4,3,188.83,0,0,1,1,1,2
34,5,4325,15,0,2,5,0,184.84,0,0,3,1,1,2
28,20,3196,17,2,2,6,0,108.69,0,0,2,1,4,4
28,1,6146,12,0,2,7,2,329.43,0,1,3,2,8,3
54,22,10739,11,1,2,10,0,199.74,1,0,2,1,1,1
30,7,2097,12,1,3,5,3,240.65,0,0,3,2,4,5
30,12,6696,11,0,5,6,1,290.57,1,1,3,1,1,1
40,2,6323,23,0,2,10,0,318.17,1,1,2,1,2,3
31,8,2227,14,0,2,5,2,112.78,0,1,3,2,4,4
48,13,4051,14,0,2,9,7,285.21,0,0,3,2,6,4
31,1,2695,15,0,2,2,0,56.36,0,0,2,4,1,4
35,2,26997,14,0,2,10,7,303.34,0,0,2,2,0,2
32,1,5470,13,1,4,9,8,177.88,0,0,2,2,1,3
49,28,3297,11,3,0,7,8,91.95,0,1,3,1,1,1
32,13,3936,11,2,2,8,2,460.53,0,0,3,2,1,2
36,2,10325,14,1,2,16,0,234.81,1,1,3,1,9,1
44,7,3708,19,0,5,5,6,176.11,0,0,2,3,7,4
31,11,5460,13,1,4,7,3,143.69,0,0,2,2,4,4
38,17,4028,11,0,2,7,8,539.18,0,0,3,4,1,3
31,1,2956,14,0,4,1,9,192.0,0,1,3,3,1,3
29,8,2439,23,0,3,1,7,339.05,0,0,3,2,1,4
28,17,18779,12,1,2,0,1,586.84,1,0,2,1,5,3
37,8,2326,19,1,3,4,8,67.51,0,0,2,1,6,4
35,9,2506,12,0,0,2,2,84.55,0,0,2,1,4,4
29,10,15232,17,0,3,2,0,190.4,0,0,3,1,3,2
42,9,5265,22,0,5,5,0,283.46,0,0,3,5,8,2
30,5,9714,18,0,4,10,2,268.13,0,0,3,1,1,1
24,18,2296,14,0,3,1,4,318.8,0,0,2,1,1,3
42,1,2058,14,2,1,6,3,120.93,0,0,3,1,3,4
36,7,4485,17,1,2,8,0,318.42,0,0,2,3,2,3
30,2,21602,13,0,2,8,2,400.04,0,0,3,2,7,4
49,3,6384,14,0,2,7,9,276.16,0,0,3,4,3,3
43,1,20933,12,3,3,1,8,317.17,0,0,2,3,1,4
37,2,2493,16,0,2,10,10,45.59,1,1,1,5,2,3
27,10,2863,13,1,2,1,2,310.0,0,0,2,1,6,3
39,2,8376,13,0,3,2,3,538.06,0,1,2,1,1,1
36,7,5507,18,1,1,4,0,122.43,0,0,3,1,1,2
32,1,5332,22,0,3,5,4,461.54,0,0,2,4,2,4
50,15,25800,13,2,1,5,15,322.5,0,0,2,3,1,3
37,8,4107,21,1,3,10,4,497.06,0,0,2,2,5,3
29,21,3987,19,1,5,6,2,173.78,0,0,2,2,6,4
32,20,5175,13,0,2,5,2,431.8,0,0,2,1,1,3
45,19,3840,13,1,2,5,3,48.0,0,0,2,3,3,3
46,7,8926,16,1,2,9,3,257.6,1,1,2,1,1,3
38,1,6553,12,0,3,1,1,197.89,0,1,3,4,7,2
26,20,2305,12,0,3,3,0,347.09,1,0,2,3,3,3
37,3,9358,12,1,2,1,2,267.37,0,1,3,5,4,4
32,16,6162,15,0,3,14,2,384.16,1,0,2,2,5,3
43,14,2455,11,1,5,8,8,154.44,0,0,3,2,0,3
24,29,2293,12,0,2,2,7,161.38,0,0,3,1,9,4
25,2,8639,16,0,3,2,8,282.32,0,0,2,4,2,4
32,28,9679,18,1,1,1,11,221.45,0,1,3,4,3,3
30,1,6118,18,2,2,10,2,145.96,0,1,2,3,2,4
25,7,1118,16,1,4,1,7,27.24,0,0,2,2,2,3
36,13,6842,11,0,2,5,3,342.84,1,0,1,2,5,3
35,8,2022,21,2,3,10,8,240.52,0,0,3,2,1,2
32,26,6735,13,1,2,0,1,230.47,0,1,2,2,3,2
50,6,6347,11,0,3,18,2,206.05,1,0,2,1,2,1
30,3,11416,12,1,4,8,9,299.92,0,0,2,4,3,1
39,9,9613,12,1,5,18,4,196.62,0,1,2,2,1,4
46,28,5772,13,1,4,9,2,425.28,1,1,2,3,4,3
24,21,3567,12,2,2,6,4,88.8,0,1,3,2,3,4
43,17,9985,16,1,1,1,0,410.18,1,1,3,1,9,3
22,23,2323,16,0,6,2,0,144.89,0,1,3,3,3,2
28,2,22052,13,0,3,1,2,450.04,1,0,2,1,1,3
40,3,25326,15,1,2,20,1,320.58,0,1,2,1,1,3
32,4,2690,11,0,2,10,6,62.02,0,1,2,2,1,4
39,7,20308,18,1,3,2,9,209.36,0,0,1,3,1,3
46,10,4317,14,0,2,3,7,93.85,0,0,2,2,3,3
32,1,4707,22,1,2,4,2,116.6,0,0,2,1,2,2
36,27,5810,13,2,2,10,7,176.35,0,0,2,2,6,3
36,9,6499,11,0,3,6,2,390.41,0,0,2,1,1,1
31,8,3479,12,0,2,5,0,169.45,1,0,3,1,1,1
39,2,2086,12,0,6,1,2,332.09,0,0,3,2,3,1
26,10,4306,14,2,5,0,2,216.47,0,0,3,1,1,3
36,10,2153,14,1,2,10,14,141.53,0,1,3,2,1,3
22,2,2328,12,0,2,4,2,287.45,0,0,2,2,3,3
34,16,2579,22,1,2,8,13,96.8,0,1,3,4,5,3
42,9,5087,14,0,2,0,7,383.78,0,0,2,3,1,3
29,6,2319,21,2,1,8,0,54.68,1,1,2,1,1,3
35,6,2781,14,1,5,14,1,566.36,0,1,3,1,1,3
32,29,2743,12,1,2,2,0,394.68,0,0,2,4,3,3
35,1,6004,13,1,3,2,6,162.27,0,0,3,1,1,3
32,2,6209,14,1,4,10,2,262.36,0,0,3,1,1,4
36,1,6652,15,1,2,6,8,197.56,0,0,3,4,2,2
40,7,2741,22,2,2,7,16,368.8,0,0,2,5,1,1
30,27,2141,21,1,3,6,3,524.62,0,0,1,2,0,3
53,2,12549,14,3,2,12,3,145.66,0,0,2,1,2,4
45,6,5593,11,0,2,15,0,177.4,0,0,3,1,1,1
46,2,6163,11,0,3,2,11,107.42,0,0,3,2,1,4
34,8,5063,12,0,2,8,3,124.73,0,0,2,2,2,3
25,24,3458,15,0,5,2,3,83.98,0,0,3,3,3,4
51,24,7484,16,0,1,13,2,105.78,1,0,3,1,1,2
42,2,6272,13,0,3,20,7,269.3,0,0,2,2,0,2
33,14,4673,13,1,2,3,7,64.9,0,0,3,1,1,3
28,4,6834,16,1,2,7,2,147.31,0,0,2,1,2,3
27,2,2534,20,1,4,1,2,81.38,0,0,2,1,8,4
50,1,2326,14,1,2,12,6,153.55,1,0,2,3,9,2
32,4,4998,13,0,2,8,2,252.2,0,0,2,1,1,1
30,2,4050,12,0,3,8,3,130.42,0,0,2,1,0,1
39,1,4534,13,0,6,8,7,75.68,1,0,1,1,6,4
34,9,5304,16,0,3,5,7,119.0,0,0,3,1,1,3
19,2,2121,19,0,2,1,2,427.45,0,0,2,1,1,3
40,6,7102,18,1,3,18,7,221.3,0,0,3,1,0,3
30,11,20232,11,1,5,5,2,470.51,0,1,3,1,7,4
35,15,3525,24,1,1,15,10,207.05,0,0,2,4,1,2
56,1,7346,17,2,4,7,4,298.74,0,0,2,2,1,3
35,3,2243,19,1,3,9,2,48.28,0,0,2,1,0,2
30,24,9419,16,0,2,10,0,170.71,1,1,2,4,4,3
36,2,4668,13,3,2,7,2,51.13,0,0,3,1,0,1
33,15,2008,18,1,2,1,1,486.53,0,0,3,2,5,4
37,8,4759,11,0,2,1,7,61.81,1,1,2,1,1,4
43,20,10798,17,0,5,1,0,243.18,0,0,3,1,0,3
21,1,22957,12,0,2,4,6,521.75,0,0,3,1,6,2
34,15,1102,19,0,3,1,5,377.88,0,0,2,1,1,3
32,1,4077,13,0,2,6,8,53.64,0,0,2,1,1,2
28,1,3591,17,0,3,3,1,215.8,0,0,2,1,1,4
52,24,4258,16,1,2,4,3,281.95,0,1,2,3,3,2
40,3,6513,14,0,3,5,4,502.79,0,1,3,3,2,3
45,17,6217,15,3,3,0,2,213.63,0,0,3,1,1,4
21,3,2380,11,0,2,2,2,433.66,0,0,2,3,2,3
38,1,2619,15,1,2,0,2,171.16,1,0,3,1,3,3
27,23,4478,19,1,3,5,2,456.09,0,1,2,2,7,3
50,13,5696,18,2,2,9,0,59.96,0,0,2,2,5,3
35,1,8020,22,1,2,11,8,329.61,0,1,2,2,1,3
37,8,4071,14,0,4,5,8,362.53,0,0,3,3,1,3
38,5,6077,14,0,2,6,2,88.59,0,0,3,1,3,3
26,1,6272,22,1,5,5,8,454.5,0,0,2,2,1,3
22,2,16632,12,1,6,1,2,415.8,0,0,2,1,9,1
34,6,22002,12,0,3,8,0,400.04,0,0,3,1,3,3
27,1,6142,12,1,2,5,5,137.91,0,0,2,1,7,3
36,7,5647,17,0,3,3,0,411.26,0,0,2,2,2,4
53,10,10448,19,1,2,2,1,211.61,0,1,3,1,1,4
30,25,2285,12,1,2,1,2,71.4,0,1,3,2,7,2
27,1,9571,14,0,2,7,2,154.37,1,1,2,1,0,3
22,21,2871,20,1,5,0,2,249.8,0,0,3,1,7,3
28,1,9060,17,1,2,2,3,174.23,0,0,3,2,4,3
23,11,3989,15,0,2,5,4,321.75,0,0,2,5,3,3
31,9,6410,18,1,1,2,2,127.71,0,0,2,1,5,3
36,6,2994,13,0,2,1,13,52.86,0,1,2,1,2,3
30,2,1274,17,1,2,1,9,83.14,0,1,3,2,1,3
37,7,2793,21,1,2,10,2,253.57,1,1,3,1,1,3
33,1,15397,14,0,2,6,0,190.09,0,1,3,3,4,3
35,3,2024,12,1,1,2,12,223.14,0,0,3,4,8,3
33,3,13421,22,1,2,6,7,163.67,0,0,2,1,1,4
29,20,6294,11,1,5,3,2,349.13,1,1,2,2,3,3
43,23,4081,15,3,3,20,2,268.21,1,1,2,3,9,3
29,27,2109,15,0,2,1,2,60.12,0,0,3,1,2,2
36,5,9278,22,1,3,5,2,130.31,0,1,2,2,8,2
34,8,21437,19,0,0,9,2,243.6,0,0,2,1,0,1
28,2,2207,18,1,5,4,0,242.14,0,0,2,1,1,1
25,4,2889,12,1,2,2,0,145.47,0,0,3,1,1,2
34,2,22822,12,0,4,5,2,274.96,0,0,2,5,3,4
25,1,2096,13,0,2,2,0,196.88,1,1,2,3,9,2
42,1,4434,12,1,3,5,7,331.56,0,0,2,5,1,3
28,9,5829,20,0,3,9,5,109.36,0,0,2,2,1,1
49,27,10339,12,0,2,9,4,134.27,1,1,3,2,4,2
