Age,Attrition,BusinessTravel,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,MonthlyHours,TaxRate,OverallSatisfaction
43,0,2,1,3,4,0,3,1,4,1,4732,2,0,11,2,0,1,2,10,2,89.4047619047619,0.3699067909454061,2.4
39,0,2,6,3,4,1,3,1,3,4,20251,0,0,11,3,1,2,3,19,13,430.8723404255319,0.0,3.4
56,0,3,9,4,4,1,3,1,3,3,13212,9,0,17,3,1,2,3,7,3,590.9767441860465,0.48008814733196914,3.2
52,0,2,29,1,1,1,3,3,9,3,23978,3,0,21,2,1,2,1,5,0,263.4945054945055,0.0,2.0
50,0,2,2,1,4,0,3,3,1,2,10496,3,0,18,2,1,2,3,4,2,243.27692307692308,0.3362423322582685,2.8
34,1,2,22,1,4,0,3,1,2,3,6274,1,1,19,4,0,5,2,6,0,536.4,0.7660700969425802,3.2
38,0,3,3,4,2,0,3,3,11,3,2821,9,0,12,1,1,2,3,2,2,185.24657534246575,0.7913924425053612,2.4
34,1,3,2,3,1,0,3,1,4,1,5343,6,1,14,2,1,2,3,13,2,269.2280701754386,0.6518310960510882,2.0
35,0,2,10,2,4,0,3,3,1,1,4581,1,0,21,3,2,2,2,11,7,150.28125,0.047411104179663134,2.6
42,0,2,27,4,4,1,3,2,1,3,5151,2,0,16,2,1,1,3,5,7,106.75510204081633,0.015293442936341044,3.0
27,0,2,16,4,3,0,3,2,5,3,6142,8,0,14,3,1,0,3,6,7,142.63541666666666,0.5514496458044256,3.0
20,0,2,10,3,3,0,3,2,5,4,1009,1,0,13,1,0,5,3,1,3,198.3695652173913,0.8894246575342466,2.8
46,0,1,1,2,4,0,3,1,4,3,7991,1,0,22,4,1,3,3,2,0,359.59574468085106,0.5271877403703923,3.4
37,1,2,20,2,2,1,3,1,2,2,6474,1,1,22,4,0,2,2,14,3,310.4,0.7020434462444771,2.6
24,0,2,15,4,1,1,3,4,11,3,21624,2,1,14,2,0,6,3,4,2,248.55172413793105,0.0,2.4
46,0,2,18,4,3,0,3,2,6,2,5562,3,1,14,4,2,2,3,10,7,209.5483870967742,0.5718903940886699,3.0
40,0,2,15,3,2,1,3,4,11,1,2213,7,0,14,4,2,3,2,7,8,168.01408450704224,0.8144857071003437,2.4
50,0,3,2,3,3,1,3,2,4,4,9208,1,0,13,3,0,3,3,2,8,229.1326530612245,0.5899354264083723,3.2
56,0,2,27,3,3,0,3,3,1,1,11535,8,0,11,3,1,0,3,19,7,161.46987951807228,0.13930756603492017,2.6
33,0,2,15,2,3,1,2,3,5,1,3088,2,0,11,1,1,2,3,5,7,73.92553191489361,0.555619513599079,2.0
27,0,1,2,4,4,0,2,2,1,1,6349,6,0,13,2,1,0,3,5,9,281.98809523809524,0.731962679951028,2.4
43,0,2,2,4,1,0,3,3,11,3,7847,9,0,12,1,1,3,1,10,3,400.01666666666665,0.6730552893629432,1.8
28,1,2,10,3,3,1,3,3,5,2,3660,5,0,21,3,3,4,3,8,7,218.921875,0.7387766754692742,2.8
40,0,2,9,3,2,0,2,1,2,2,5473,0,0,19,4,1,5,3,8,2,123.48979591836735,0.5477607007106263,2.6
31,0,2,29,1,3,1,1,2,1,2,2109,1,0,14,2,2,3,2,3,6,33.052083333333336,0.33532934131736525,2.0
35,0,2,3,3,3,0,4,1,3,1,3407,4,1,20,1,3,2,2,10,0,123.01234567901234,0.6580690485748695,2.2
41,1,2,9,2,1,0,2,1,2,1,4766,3,0,12,1,0,2,3,1,2,223.26470588235293,0.6860756158608879,1.6
38,0,2,2,4,2,1,4,4,9,2,7861,6,0,14,3,3,4,3,1,2,448.63829787234044,0.6271933984634355,2.8
36,1,2,26,4,1,0,3,2,5,1,2741,2,0,14,4,2,4,3,7,1,56.3,0.5131438721136767,2.4
43,0,2,27,1,3,1,2,1,4,1,2645,1,0,11,4,0,2,2,5,5,336.8301886792453,0.8518373291507955,2.4
41,0,2,6,3,3,1,3,2,6,4,3376,3,0,23,3,1,2,1,10,11,177.83333333333334,0.36719775070290533,2.8
50,0,2,1,2,3,0,3,3,1,1,6009,1,0,11,4,0,4,3,10,7,281.52941176470586,0.6861157542833264,2.8
34,0,1,4,1,2,0,3,2,2,3,4568,3,0,19,1,0,2,3,9,0,260.1111111111111,0.8226088307250203,2.4
55,1,2,15,3,1,0,3,3,6,4,10239,1,0,11,4,1,4,3,1,7,192.8082191780822,0.2725399644760213,3.0
27,1,2,21,3,4,0,2,1,2,2,9947,1,1,13,2,0,5,4,7,0,268.8378378378378,0.0,2.8
41,0,1,5,2,3,1,4,1,3,3,6811,0,0,14,1,0,3,1,8,5,303.2142857142857,0.7325873576756969,2.4
54,0,2,2,5,2,0,3,4,9,1,2632,7,0,16,2,1,2,3,5,16,61.824175824175825,0.5321720583007465,2.2
43,0,2,7,3,1,0,3,1,3,2,10950,2,0,11,3,0,2,3,8,3,256.3636363636364,0.4452887537993921,2.4
29,0,3,1,3,3,0,2,2,5,1,2720,1,0,12,2,0,5,3,10,7,214.3846153846154,0.7560100466451382,2.2
40,0,2,2,3,3,0,2,2,1,4,3319,5,1,24,2,0,2,2,9,0,389.11538461538464,0.8359691608184244,2.6
37,0,2,1,4,2,1,3,2,5,3,21447,6,0,13,1,0,2,3,1,0,293.7945205479452,0.0,2.4
54,0,2,7,3,3,0,3,2,5,1,10725,0,0,14,4,0,1,3,9,2,215.03636363636363,0.09317662974549759,2.8
39,1,2,2,4,1,0,3,1,3,3,4553,2,0,11,3,0,4,1,20,0,189.0506329113924,0.6951456310679611,2.2
37,1,3,9,3,1,1,1,2,5,3,2973,8,0,13,2,0,2,2,5,3,111.63529411764706,0.6866898514068922,1.8
34,0,3,10,3,3,0,3,2,1,1,25198,6,1,19,4,0,3,3,7,2,327.24675324675326,0.0,2.8
45,0,2,1,2,4,0,3,1,4,3,9380,0,0,12,4,0,4,4,3,2,279.74603174603175,0.46777122106218794,3.6
24,1,3,2,5,3,0,2,3,1,4,2145,0,0,16,2,1,2,3,5,7,187.4102564102564,0.853263100287317,2.8
27,0,2,10,4,1,1,3,2,6,3,3517,3,1,16,3,0,2,3,3,2,82.80392156862744,0.1671797300497277,2.6
28,0,2,4,4,4,0,2,1,3,4,4382,1,0,13,2,1,2,4,2,2,564.6170212765958,0.8348720654180954,3.2
29,0,1,14,2,2,0,3,4,11,1,4649,6,0,24,3,1,3,3,4,1,55.319148936170215,0.10596153846153847,2.4
44,1,2,2,3,2,1,3,1,3,4,21081,6,1,13,3,1,1,1,2,2,224.2659574468085,0.0,2.6
52,0,2,1,4,1,1,2,4,1,3,13247,4,1,20,4,3,2,2,5,2,371.8,0.40617715617715616,2.4
53,0,2,2,3,3,1,2,2,6,4,10934,1,0,19,1,3,2,3,5,10,159.8989898989899,0.3092861655085281,2.6
37,0,2,19,1,3,0,3,1,4,4,11992,1,0,24,1,2,3,3,7,2,149.9,0.0,2.8
38,0,2,5,4,3,1,3,1,4,4,10077,0,1,12,3,1,4,3,9,2,117.17441860465117,0.0,3.2
30,1,2,19,3,3,0,4,1,4,3,20366,6,1,12,4,0,2,3,10,2,357.29824561403507,0.0,3.4
37,1,3,2,4,3,0,3,1,4,3,5968,6,0,17,4,0,2,2,9,2,355.95652173913044,0.635519726395505,3.0
51,0,2,19,3,3,1,3,2,3,2,13116,4,0,13,3,2,2,4,2,8,489.8695652173913,0.41794621460903525,3.0
24,0,1,16,2,3,0,3,1,4,3,2694,9,0,16,2,1,4,3,1,2,115.29729729729729,0.6842475386779184,2.8
28,0,2,2,3,4,0,3,1,4,4,4306,5,1,11,3,0,6,3,5,2,109.68888888888888,0.12763371150729336,3.4
54,0,2,3,3,1,1,3,1,4,4,11133,1,0,21,1,0,3,3,5,0,194.69662921348313,0.3575138504155125,2.4
39,0,2,1,3,1,1,3,2,1,3,6389,0,0,12,4,2,3,3,8,2,121.04838709677419,0.14870086608927383,2.8
31,0,2,7,3,4,1,2,2,5,3,16985,1,0,14,3,1,3,2,9,8,186.64835164835165,0.0,2.8
31,0,1,2,4,2,1,1,2,2,4,4244,2,1,20,1,2,5,2,10,2,127.94805194805195,0.5692245229395047,2.0
29,0,2,1,3,3,1,3,1,4,1,12719,1,0,25,3,1,3,3,1,2,189.83582089552237,0.0,2.6
37,1,2,2,3,4,1,3,1,4,3,7491,4,0,24,1,0,3,3,6,0,514.2549019607843,0.7143783124261257,2.8
57,1,2,1,4,2,0,3,2,5,3,4900,7,0,12,4,2,2,3,12,3,151.64893617021278,0.6562609610662925,3.0
34,0,2,19,4,4,0,3,2,4,4,2308,8,0,14,2,3,4,3,11,2,125.39024390243902,0.5510601050379303,3.2
46,0,2,5,4,1,1,3,2,5,4,9071,1,0,11,1,2,3,3,3,0,337.14925373134326,0.5984328655540307,2.4
34,0,2,18,2,3,0,3,3,1,4,5337,2,0,11,3,0,3,3,10,2,332.4,0.7324007220216606,3.2
32,1,2,8,3,4,0,2,2,5,1,3064,6,0,17,3,0,3,2,4,3,90.10526315789474,0.10514018691588785,2.4
41,0,2,2,3,3,0,3,1,4,3,8045,2,0,14,3,1,2,4,9,1,118.30882352941177,0.0,3.2
40,0,2,4,2,3,0,3,2,3,2,2387,1,0,12,2,0,3,2,4,7,406.36842105263156,0.8969477183439105,2.4
26,0,1,3,3,3,0,2,1,3,3,2570,1,0,18,3,2,5,3,7,0,412.1951219512195,0.8479289940828403,2.8
35,0,3,10,3,3,1,3,2,6,3,5257,3,0,19,3,1,3,3,9,0,291.7631578947368,0.7629205375665193,3.0
45,0,1,28,4,4,0,2,2,6,4,4386,0,0,11,4,3,5,4,9,5,50.53409090909091,0.013717112660220373,3.6
32,0,2,16,3,4,0,2,3,6,2,2660,1,0,19,4,0,2,1,2,8,232.9120879120879,0.8744987025241803,2.6
18,0,1,15,2,1,0,3,1,3,3,1904,1,0,16,4,1,0,2,0,2,449.64,0.9153100257984165,2.6
29,1,2,5,2,1,0,2,1,4,1,20293,6,0,17,1,1,2,1,0,0,213.61052631578949,0.0,1.2
48,0,2,2,4,1,1,2,2,6,3,2112,2,1,17,1,0,3,3,0,7,201.67741935483872,0.8310940499040307,2.0
26,1,2,1,1,3,0,1,1,2,1,2061,0,0,21,1,0,5,4,1,0,209.89,0.9018057077516795,2.0
26,1,2,10,4,3,0,3,1,4,3,2293,1,1,11,3,0,2,3,1,4,112.77083333333333,0.7881950859043044,3.0
53,0,2,12,3,4,1,3,2,1,2,7693,4,0,21,3,0,3,3,14,4,289.3030303030303,0.5970985649942391,3.0
27,0,2,1,3,3,1,4,2,5,1,3193,2,0,19,1,2,3,3,6,3,137.35714285714286,0.44652452764777256,2.4
33,0,2,4,3,3,0,3,3,5,4,5487,2,1,13,4,3,2,3,10,3,381.9375,0.7755277368679431,3.4
44,1,2,9,3,1,0,3,1,3,1,10224,7,0,22,1,0,5,4,2,4,249.3658536585366,0.0,2.0
26,1,2,9,3,4,0,2,1,4,3,5828,0,1,17,1,1,0,2,8,0,275.65822784810126,0.7323781971805116,2.4
50,0,2,4,3,4,0,2,1,4,1,3221,1,0,13,3,1,3,3,20,0,109.96703296703296,0.678125312281403,2.6
30,0,2,10,2,3,1,3,2,5,4,2132,2,1,11,4,1,2,3,5,2,233.8953488372093,0.894009445687298,3.4
41,0,2,2,3,4,0,3,2,5,3,6032,1,0,14,1,1,3,2,5,3,277.5081967213115,0.6436672967863895,2.6
51,0,2,3,3,3,0,4,2,3,4,5021,2,1,13,2,1,2,2,4,3,249.74736842105264,0.7883756216808564,3.0
55,0,2,22,1,3,0,3,1,2,3,4035,1,0,11,3,0,2,3,3,2,498.85714285714283,0.8349288168875798,3.0
26,0,1,2,3,3,0,3,4,11,3,4969,5,0,16,4,0,6,3,2,3,107.515625,0.27786658915855256,3.2
49,0,2,24,1,2,1,2,4,5,4,6567,0,0,11,1,1,2,2,15,9,147.13333333333333,0.2561169007702764,2.2
33,0,3,8,4,3,1,3,2,6,3,2157,1,0,12,4,1,5,3,3,11,235.57692307692307,0.8239183673469388,3.2
32,0,1,2,1,4,1,1,2,5,4,2332,3,0,20,2,0,3,3,3,2,474.2325581395349,0.8856414280109847,2.8
38,0,2,28,3,3,0,1,3,5,1,11373,3,0,15,3,1,2,3,1,0,196.08620689655172,0.0,2.2
52,0,2,10,3,3,0,3,1,2,3,2755,1,0,11,3,0,5,3,5,0,202.010101010101,0.8622431121556078,3.0
42,0,3,2,4,3,0,3,2,2,4,7439,3,0,15,3,0,3,2,20,7,198.50980392156862,0.2652113789016199,3.0
32,0,1,10,4,2,0,3,2,5,3,7779,1,0,14,2,0,0,2,11,4,242.09302325581396,0.2527377521613833,2.4
46,0,2,25,3,4,0,2,2,1,2,10096,1,0,13,4,0,1,3,7,3,548.9090909090909,0.5819807883405101,3.0
41,0,3,2,4,3,1,3,1,2,3,5467,6,0,18,4,1,4,3,6,3,150.85333333333332,0.5167933533675093,3.2
40,0,2,8,1,2,0,1,1,3,1,6881,1,0,15,1,1,2,2,20,3,73.20212765957447,0.0,1.4
35,0,2,8,1,2,1,2,2,1,4,17689,1,1,15,3,1,2,2,2,7,223.91139240506328,0.0,2.6
35,0,2,13,3,3,0,2,1,3,2,7331,1,0,20,3,1,2,3,10,2,95.20779220779221,0.0,2.6
35,0,2,9,3,1,1,3,1,4,3,24978,4,0,13,3,0,4,2,5,2,480.34615384615387,0.0,2.4
32,0,1,14,2,3,1,2,2,5,3,2827,7,0,17,1,0,3,3,1,4,115.05882352941177,0.6386758691206544,2.4
32,1,2,10,2,1,0,2,1,3,3,3730,1,0,20,3,0,2,1,3,2,562.4,0.8526157736684052,2.0
46,0,2,2,5,1,0,4,3,5,3,2560,0,0,18,4,0,3,3,1,7,425.9756097560976,0.8534211279702262,3.0
45,0,2,6,4,1,1,3,2,4,3,5906,1,0,14,3,0,2,3,9,13,304.4390243902439,0.5268386476526198,2.6
36,0,2,29,1,2,1,3,1,3,1,3622,1,0,13,2,3,2,4,7,2,39.8021978021978,0.0,2.4
31,0,3,1,4,2,1,3,1,3,2,6762,3,0,22,3,1,3,3,1,2,76.8409090909091,0.0,2.6
43,0,3,5,5,2,0,4,1,4,3,5561,2,1,12,1,0,3,2,8,2,63.1,0.02077830603979574,2.4
38,0,2,25,3,1,0,3,3,5,1,2354,7,0,11,4,0,0,2,5,16,48.19191919191919,0.5066023894361769,2.2
38,0,2,8,2,1,1,3,2,5,3,13582,0,1,22,2,1,3,2,15,3,160.98823529411766,0.007453960830166618,2.2
27,0,2,2,3,1,0,2,2,5,2,3058,2,0,19,2,2,3,3,5,0,47.26923076923077,0.17059940330892323,2.0
30,0,1,2,3,2,0,3,2,3,2,4736,5,0,11,4,0,2,3,2,2,432.05405405405406,0.7037407731765295,2.8
41,0,2,2,2,4,1,3,1,3,4,5003,1,1,23,3,1,6,3,2,0,288.23809523809524,0.5867338509829837,3.4
36,0,2,14,1,3,1,3,2,6,4,4502,0,1,17,1,1,2,2,13,8,70.8970588235294,0.0661688446380419,2.6
28,1,2,24,3,3,0,4,1,2,1,4558,1,0,17,4,0,2,3,10,0,236.48888888888888,0.5716970494267994,3.0
45,0,2,1,3,3,1,3,2,5,1,4297,0,0,17,4,1,2,3,11,3,82.31818181818181,0.2090925823670164,2.8
43,0,3,3,4,3,1,2,4,9,1,4739,1,0,11,1,0,2,4,3,6,325.2903225806452,0.5300476001586671,2.2
31,0,1,1,4,4,0,3,2,4,1,4345,4,0,14,2,1,2,2,5,5,406.03225806451616,0.8274012870421864,2.4
34,1,2,11,3,4,0,2,1,4,1,6549,1,1,15,1,0,2,3,8,0,186.4795918367347,0.6416415868673051,2.2
38,0,1,1,4,3,0,3,1,3,3,3500,7,0,14,3,3,2,3,6,2,160.59375,0.7729778815593177,3.0
35,0,2,5,2,2,1,3,1,3,3,5204,4,0,17,4,1,2,3,10,2,95.4639175257732,0.43801295896328296,3.0
47,0,2,2,3,3,1,1,2,1,4,4163,2,0,20,3,0,0,3,9,4,576.5813953488372,0.8320897027386762,2.8
30,1,2,2,4,1,0,1,1,4,4,2064,5,1,13,4,0,3,2,5,2,294.48809523809524,0.9165622347091401,2.4
29,0,2,8,4,4,1,3,2,4,4,4810,9,0,14,1,2,5,3,10,9,123.70666666666666,0.481569303729252,3.0
43,0,3,4,4,1,0,3,1,2,4,2258,4,0,17,3,1,2,3,3,8,61.926829268292686,0.11067349350137849,2.8
35,1,2,19,2,3,0,2,1,2,2,9582,1,1,18,3,3,2,3,8,0,522.1666666666666,0.4902649218001915,2.6
29,0,2,6,1,1,0,3,1,4,3,5373,0,0,20,4,0,5,3,5,2,176.0144927536232,0.5575957184026348,2.8
30,0,2,26,5,3,0,2,5,9,4,3833,1,0,21,3,1,2,3,2,6,383.95,0.8336154881277944,3.0
44,1,2,9,3,2,0,3,1,2,4,10482,1,0,13,3,0,2,2,20,0,179.98876404494382,0.345652038204632,2.8
32,0,2,5,4,1,1,3,2,5,4,5055,1,0,14,2,0,2,3,7,2,247.46938775510205,0.7915635823849579,2.6
26,0,2,25,3,4,0,2,3,1,2,9129,3,0,16,1,0,2,3,5,10,117.03846153846153,0.0,2.4
53,0,2,21,3,4,0,3,4,9,4,11761,4,1,13,3,1,3,2,2,0,164.38888888888889,0.0063366002027712065,3.2
45,0,2,7,1,4,1,3,1,2,2,4850,0,0,14,1,0,3,3,5,2,322.7719298245614,0.736384389607566,2.6
23,0,2,7,3,2,0,2,3,6,3,3505,8,0,24,3,0,3,3,2,2,389.2258064516129,0.7095143378087188,2.6
35,0,2,1,2,4,1,2,2,1,4,10377,6,0,22,1,2,6,1,13,2,580.1818181818181,0.4580068943904732,2.4
44,0,1,4,3,4,0,3,2,4,2,2290,5,0,15,4,2,3,2,0,8,68.82222222222222,0.6302873748789151,3.0
38,0,2,1,3,4,1,3,1,3,4,3702,1,0,15,3,0,3,4,5,0,199.02061855670104,0.8082362082362082,3.6
32,1,2,18,1,4,1,3,1,4,4,5878,1,0,19,1,0,2,2,4,0,136.46153846153845,0.33731679819616683,2.8
30,0,2,2,2,4,0,4,1,4,3,8628,1,0,12,4,2,2,2,8,3,304.4861111111111,0.6064407243534188,3.4
30,0,2,19,4,3,1,3,3,7,2,6577,2,0,15,3,1,6,4,5,7,76.4659090909091,0.022588794768910684,3.0
30,0,2,28,2,4,1,3,2,4,4,5209,1,0,13,4,2,4,3,7,8,186.46875,0.5635160046924753,3.6
49,1,2,26,4,1,1,3,2,5,4,2587,1,1,11,3,0,2,3,2,7,334.5238095238095,0.8772479240806643,2.8
39,0,2,28,4,4,0,2,1,4,1,8489,1,0,14,2,0,3,1,20,4,182.75342465753425,0.36369087774529646,2.0
41,0,2,3,3,4,0,3,1,4,4,2127,1,0,11,3,3,5,2,4,0,331.42,0.8716432321525557,3.2
45,0,2,8,4,4,1,2,4,5,2,5770,6,0,17,2,1,3,3,10,8,212.125,0.514268877851671,2.6
32,1,2,3,3,3,0,3,1,3,3,25233,1,0,13,3,0,2,3,11,0,467.27777777777777,0.0,3.0
36,0,3,7,4,1,0,3,3,11,2,3692,0,0,11,3,0,2,3,11,6,401.75471698113205,0.8266096839336872,2.4
42,0,2,26,3,3,1,3,2,5,1,2783,1,0,14,2,1,2,2,2,7,300.22972972972974,0.8747355628572715,2.2
41,1,2,2,3,4,1,3,5,8,1,13570,5,1,13,4,1,2,3,20,2,271.78205128205127,0.3598754658238596,3.0
29,0,2,2,3,4,0,3,1,4,3,11868,4,0,13,2,1,2,3,2,2,123.625,0.0,3.0
43,0,2,8,2,4,1,4,1,7,2,24609,9,0,18,4,0,2,3,16,2,256.34375,0.0,3.4
26,1,2,9,2,3,1,2,1,4,1,2148,0,1,22,1,0,2,3,5,2,224.3913043478261,0.7919007944196861,2.0
36,0,2,19,3,4,1,2,1,3,1,16290,1,0,11,1,2,2,3,17,7,243.13432835820896,0.0,2.2
39,0,1,17,4,3,1,3,2,5,1,21026,3,1,15,4,3,1,3,3,7,223.68085106382978,0.0,2.8
34,0,2,3,3,3,0,4,2,7,2,2661,9,0,15,3,1,2,1,2,3,426.52272727272725,0.8582085575744658,2.6
43,0,2,6,3,4,1,2,1,4,3,4522,1,0,13,3,1,3,3,5,2,144.54545454545453,0.4311949685534591,3.0
27,0,2,10,3,3,1,2,3,5,4,6214,2,1,19,3,1,3,3,8,2,123.01063829787235,0.4625962120556949,3.0
53,0,2,14,3,3,1,3,1,2,3,2912,1,1,18,4,2,2,3,14,2,93.93548387096774,0.0,3.2
42,0,2,3,3,4,0,3,4,6,2,7192,3,0,18,3,0,3,3,1,7,186.76530612244898,0.6070589520843578,3.0
28,0,2,5,4,2,0,4,1,4,4,4221,3,0,17,4,2,3,3,5,2,536.6571428571428,0.7752755150934355,3.4
40,0,2,2,1,3,1,3,1,2,1,5715,1,0,12,3,3,5,3,5,0,196.67105263157896,0.6176490265605138,2.6
34,0,2,5,2,4,1,3,2,1,4,5121,7,0,16,3,2,3,2,0,2,379.95081967213116,0.7790481943305864,3.2
40,0,2,25,3,3,1,2,3,5,4,5268,5,0,13,3,1,3,3,20,0,167.55696202531647,0.6020246279368437,3.0
34,1,2,24,3,3,1,3,1,3,2,7324,1,1,17,3,3,3,3,9,1,145.33333333333334,0.011872638963842417,2.8
38,0,1,26,3,2,1,3,2,4,2,8504,1,0,11,1,1,2,3,5,7,157.4814814814815,0.0,2.2
31,0,2,5,3,4,0,3,1,4,1,3477,5,0,14,4,1,2,3,5,2,123.98809523809524,0.6661545847335574,3.0
34,0,2,18,4,4,1,3,3,1,4,4599,6,0,12,4,0,2,2,15,7,298.53731343283584,0.7700729927007299,3.4
33,0,2,27,3,4,1,4,1,3,2,3838,5,0,12,3,1,5,3,5,4,67.29885057471265,0.34449188727583263,3.2
28,0,2,25,2,3,0,2,2,6,4,2408,7,0,13,3,2,3,3,1,2,330.21153846153845,0.8597635548308195,3.0
37,0,2,12,4,2,0,3,2,5,4,2900,3,1,12,3,2,2,3,5,0,55.63636363636363,0.323062558356676,3.0
56,0,2,2,4,3,0,3,1,3,3,2339,4,0,21,3,0,4,3,10,8,155.53164556962025,0.8096362008627004,3.0
37,0,2,10,4,2,0,2,2,5,3,5768,1,1,13,1,1,2,3,4,9,96.19047619047619,0.048184818481848184,2.2
23,0,2,10,4,4,0,3,2,6,4,2904,2,1,13,4,0,2,4,4,2,466.3658536585366,0.8481250980597249,3.8
35,0,2,4,3,2,0,4,2,1,2,5174,1,1,20,2,1,2,3,10,2,59.47126436781609,0.0,2.6
37,0,2,8,3,2,0,4,1,4,3,4189,7,0,17,1,0,2,3,5,2,261.51162790697674,0.8137394397510005,2.6
29,0,2,2,3,3,0,3,1,3,2,3956,1,0,13,3,1,3,3,10,0,55.82666666666667,0.05517076665870552,2.8
35,0,2,24,4,2,0,3,1,7,2,8318,1,0,16,1,0,3,3,9,3,231.05555555555554,0.0,2.2
56,1,2,13,3,1,0,2,1,7,1,2587,4,1,15,4,3,3,3,4,2,56.375,0.18055115616091225,2.2
31,1,2,13,4,2,0,3,2,5,1,3388,2,0,17,3,0,0,1,1,1,250.2608695652174,0.7056984016678248,2.0
42,0,2,7,3,3,0,4,4,11,3,2696,3,0,19,3,0,5,3,3,1,229.05084745762713,0.8005031818854521,3.2
30,0,2,5,3,4,1,4,1,4,2,3204,1,1,16,1,1,3,2,3,2,206.53333333333333,0.7414460942543577,2.6
34,0,3,3,3,4,1,1,2,5,1,15891,3,0,18,4,0,3,3,3,9,196.1851851851852,0.0,2.6
29,1,3,2,2,3,1,2,1,3,1,5355,7,0,11,3,0,1,2,8,0,140.92105263157896,0.0,2.2
27,0,2,6,3,4,1,2,2,1,2,2279,6,1,15,4,0,2,3,7,4,106.42105263157895,0.7745796241345203,3.0
34,0,2,1,2,3,0,3,1,7,4,9888,1,0,15,2,1,3,3,14,2,244.04651162790697,0.0577472841623785,3.0
36,0,3,6,3,2,1,1,2,4,4,4639,7,1,12,4,3,2,3,15,11,198.9493670886076,0.7048418909461093,2.8
34,1,2,4,1,3,1,2,1,3,3,4789,5,0,16,3,0,3,3,3,2,92.21212121212122,0.4754080403110965,2.8
42,1,2,7,3,2,0,3,1,3,3,3968,3,1,13,1,2,3,3,0,7,443.20512820512823,0.7704367949088805,2.4
29,1,2,2,3,1,0,3,1,3,1,26619,1,1,12,4,1,2,3,7,0,385.7826086956522,0.0,2.4
47,0,1,1,1,4,0,3,1,4,1,4978,1,0,13,4,0,3,3,1,0,213.77464788732394,0.6720252997759916,3.0
30,0,1,1,4,2,0,2,1,2,2,5249,0,0,14,2,1,0,3,8,2,265.05882352941177,0.7087771859742565,2.2
26,0,2,3,1,2,0,3,1,3,2,16102,1,0,14,4,0,0,3,1,0,203.8227848101266,0.0,2.8
33,0,2,18,3,3,0,3,2,1,3,26314,2,0,14,3,1,2,2,4,7,302.4597701149425,0.0,2.8
40,0,3,1,4,1,1,2,2,7,3,4647,4,0,11,2,0,3,4,6,2,537.88,0.8272105302297911,2.4
30,0,3,19,1,4,0,3,1,3,4,2613,3,0,11,3,3,2,2,10,2,135.44776119402985,0.7120661157024794,3.2
47,0,2,28,3,3,1,2,3,5,1,2845,4,0,19,4,0,2,4,5,13,63.375,0.4388560157790927,2.8
40,0,1,9,2,2,0,2,2,1,2,13757,2,1,11,3,1,5,3,9,2,290.2916666666667,0.012702741495622219,2.4
52,0,1,1,3,3,0,1,3,1,1,3482,2,1,21,3,1,3,3,9,7,55.0,0.17780401416765054,2.2
28,0,2,8,3,3,0,3,1,4,4,3441,1,0,11,3,0,3,2,2,2,91.82089552238806,0.4406697009102731,3.0
42,0,3,18,4,2,1,3,2,5,1,4523,0,0,16,4,1,4,1,6,3,225.0,0.7168701095461659,2.2
36,1,2,14,3,3,1,3,1,3,4,6962,5,1,13,3,1,2,1,1,4,381.87931034482756,0.6856742968079823,2.8
27,0,2,1,1,3,0,3,2,1,1,11275,1,0,12,3,1,4,3,9,3,117.44791666666667,0.0,2.6
27,1,2,22,3,1,1,3,1,4,3,2318,4,1,11,2,0,2,3,1,2,240.39583333333334,0.7991160412514082,2.4
49,0,2,18,4,3,1,4,1,3,4,7122,4,0,18,4,2,3,3,15,0,87.92592592592592,0.0,3.6
41,0,2,10,4,4,0,3,2,5,3,3072,1,1,12,4,1,2,4,1,2,76.81818181818181,0.48064243448858834,3.6
35,0,2,6,1,3,0,3,1,4,3,3408,0,1,14,4,0,2,3,4,2,91.21212121212122,0.43388704318936877,3.2
29,0,2,26,3,1,1,2,2,5,1,3760,1,0,15,1,1,5,3,3,7,464.65384615384613,0.8443837430676269,1.6
33,0,1,2,2,2,0,3,2,5,4,3055,1,0,18,1,0,2,2,9,7,460.45454545454544,0.8492102665350444,2.4
37,0,2,1,3,4,0,3,2,3,4,8989,1,1,15,4,1,3,3,3,8,124.7012987012987,0.06384086648614871,3.6
32,0,3,2,4,3,0,3,2,1,2,2323,9,1,11,4,0,3,3,10,14,123.09433962264151,0.6439301042305334,3.0
44,0,2,1,2,1,1,1,1,3,4,5288,3,0,14,1,1,2,3,12,2,76.8169014084507,0.030436376971030438,2.0
31,0,3,10,3,1,1,3,1,7,4,2097,0,0,14,4,1,2,3,2,2,47.271186440677965,0.24811760487629975,3.0
46,0,2,6,1,4,0,2,3,6,1,21457,4,0,15,1,1,3,3,6,7,510.8809523809524,0.0,2.2
35,0,2,10,3,3,0,2,2,5,3,2706,1,0,18,1,1,3,3,4,3,68.02777777777777,0.4475296039199673,2.4
33,0,2,8,3,4,1,3,1,3,3,2909,4,0,13,4,0,3,3,8,0,168.19753086419752,0.7864797416324134,3.4
